,gene_name,AUROC,avg_diff,cluster_revised
566,Cpne9,0.2853730171313808,0.8590312,15
567,Arpp21,0.27640169275257276,0.8158336,15
568,Cartpt,0.2731817255203968,1.5139815,15
569,Pitx2,0.2717915468074022,0.7234779,15
570,Nxph4,0.26962671861197307,0.79725105,15
571,Lhx1os,0.2630569208815602,0.8816229,15
572,Rgs4,0.25719665224580396,0.8132346,15
573,Bdnf,0.25561809629512183,0.91344815,15
574,Foxb1,0.2538483317855444,1.1680892,15
575,Cck,0.24220027633694985,1.8092312,15
576,Adcyap1,0.22044648047898405,1.1790576,15
577,Tmem163,0.21588975212726602,0.8091646,15
578,Fam19a1,0.2128475918669355,1.0412788,15
579,Scg2,0.2093571390820479,0.9320009,15
580,Pcp4,0.20558563047860656,1.3269947,15
581,Zfhx4,0.19284109870363236,0.98911047,15
582,Cacna2d1,0.19001770519528566,1.0087464,15
583,Nrn1,0.18608669883047557,1.1772176,15
584,Rmst,0.18598552628598605,1.1138395,15
585,Pcsk2,0.18500381284589307,0.9807308,15
586,Ntm,0.18082346146005573,1.137497,15
587,Zfhx3,0.1487389295340778,1.2678013,15
588,Slc17a6,0.11638598835760722,1.7244198,15
589,Prlr,0.9864791253846278,1.882551,16
590,Kcnk2,0.9860250229568412,1.636096,16
591,Tac2,0.9754100011277045,3.3344002,16
592,Esr1,0.9581601501457959,1.4514688,16
593,Tmem35a,0.9544115396388124,1.6514548,16
594,Pdyn,0.9403061717655019,1.6199982,16
595,Nhlh2,0.9394322007958372,1.6908121,16
596,Olfm2,0.9314300299647189,1.1517448,16
597,Pak3,0.9221672466289691,0.9332371,16
598,Mrap2,0.9213370748956874,1.1369187,16
599,Nr5a2,0.9151805132666377,1.3523659,16
600,Sdc2,0.8900075314548999,1.089963,16
601,Tppp3,0.887775784157363,1.1038189,16
602,Tpt1,0.8864200215874858,0.8542366,16
603,Rxfp1,0.8842149565833777,1.4706705,16
604,Rpl10,0.8788190920367953,0.9307773,16
605,Rbms3,0.8741798970566914,0.99121624,16
606,Ucp2,0.8736970985774813,1.0619551,16
607,Rps15a,0.873313981119005,0.7153547,16
608,Kctd4,0.8725502633995457,1.0318695,16
609,Pgrmc1,0.870357784382904,0.8034253,16
610,Scg2,0.86523579092359,0.7837467,16
611,Lxn,0.8637667544665153,1.2694612,16
612,Inhbb,0.8608966458846841,1.2347503,16
613,Trp53i11,0.8605563207835935,0.92861146,16
614,Ecel1,0.8585838448278642,0.9982407,16
615,Nnat,0.8484370217324763,0.8892684,16
616,Nop56,0.8462510874293171,0.813205,16
617,Tmem47,0.8430547500523577,0.7722866,16
618,Pgr,0.8411572865819277,0.8745338,16
619,Tbx3,0.839223072028096,0.84554905,16
620,Npy1r,0.8294513113592061,0.8744939,16
621,Rps12,0.8283860333800526,0.7001238,16
622,Sphkap,0.8218221891965911,0.76651055,16
623,Sec61b,0.8212704195060655,0.70966864,16
624,Ldb2,0.8200435374478438,0.9071326,16
625,Fndc9,0.8195536908156527,0.9371128,16
626,Col2a1,0.809202471283811,0.9185546,16
627,Plxnc1,0.8080566429848727,0.710376,16
628,Rybp,0.807891514829314,0.7751751,16
629,Tmem158,0.8046206684065536,0.83255464,16
630,Hs3st5,0.8020878642888212,0.7833383,16
631,Dgkh,0.7991200884442511,0.7495681,16
632,Csrnp3,0.7977129750455109,0.70836,16
633,Hs3st4,0.7966169872569393,0.78155375,16
634,Sv2c,0.7940353495078376,0.86222583,16
635,Nr4a2,0.7856561024922268,0.9356005,16
636,Peli1,0.7835874695922541,0.85133827,16
637,Tacr3,0.782412441802394,0.86619806,16
638,Rps28,0.7775844570102943,0.70501447,16
639,Asic2,0.7753003520048977,0.7366925,16
640,Pcdh11x,0.76647455415398,0.7182564,16
641,Rasd1,0.7529275006846777,0.77421975,16
642,Laptm4b,0.7131029191435889,0.75694907,16
643,Sst,0.46672667665490625,1.3816029,16
644,Nts,0.4131360454626005,0.9663678,16
645,Npy,0.40007934206498796,1.1091616,16
646,Gad1,0.398183388913054,0.74432063,16
647,Tac1,0.3963050561435728,1.5803196,16
648,Gad2,0.39339869991783866,0.8537576,16
649,Dlk1,0.38035911346318046,1.2509127,16
650,Pvalb,0.3739936244421891,0.7661691,16
651,Nrgn,0.34347663235223047,0.87294066,16
652,Rprm,0.3403915551044738,1.3703082,16
653,Cox6a2,0.32192740805180997,0.83320814,16
654,Lhx1os,0.28410651571536744,0.8196526,16
655,Pcp4,0.2830734578641277,0.99297047,16
656,Unc13c,0.2822538583603177,0.7536781,16
657,Cpne9,0.2782283561290739,0.8806205,16
658,Pam,0.27793384402236077,0.736192,16
659,Foxb1,0.27447924218259145,1.0981592,16
660,Nxph4,0.2714314194577353,0.79281193,16
661,Pitx2,0.2687692313888486,0.74840474,16
662,Rgs4,0.2655537633109404,0.7639916,16
663,Alcam,0.2634081041676735,1.108909,16
664,Kcna2,0.25918122613696776,0.77858275,16
665,Hlf,0.2563478686385385,0.7220869,16
666,Dgkb,0.25468098045849236,1.1371353,16
667,Cck,0.25261436131651444,1.7588949,16
668,Rgs10,0.2508014756818585,0.7575476,16
669,Tmem145,0.24902584457010293,0.7069832,16
670,Fam19a1,0.24720691766146308,0.9183302,16
671,Tmem196,0.2460253451581203,0.744091,16
672,Plcb4,0.23959340212330646,0.9252815,16
673,Scn1a,0.23610607671612457,0.8528854,16
674,Cadm2,0.23520945096902035,0.8842965,16
675,Scn1b,0.23385972967312682,0.77515256,16
676,Pcsk2,0.22646521031688496,0.8254546,16
677,Cdk14,0.22578808419119425,0.77572805,16
678,Elavl2,0.2250711863451098,0.7653063,16
679,Adcyap1,0.224042659449358,1.214278,16
680,Cartpt,0.22377281587807907,1.8969818,16
681,Ntm,0.22112573099415206,0.942567,16
682,Nell2,0.2174486088959773,0.8094409,16
683,Opcml,0.21683592302611443,0.9109452,16
684,Vstm2l,0.2159060702720989,0.8134686,16
685,Rmst,0.21049006814557056,1.0505579,16
686,Hpca,0.21014470864949336,0.91915685,16
687,Ralyl,0.20612927520822258,0.8174005,16
688,Syt1,0.20303916356547935,0.91309273,16
689,Elmod1,0.2021732476277931,0.7114908,16
690,Rcan2,0.19631270842395246,0.74284977,16
691,Nrsn1,0.19471328113672612,0.79815066,16
692,Nrn1,0.19356745283778778,1.160002,16
693,Mdh1,0.19077688769674417,0.7894001,16
694,Snap25,0.1904179353342033,0.81055486,16
695,Grm1,0.18868408970083614,0.8806006,16
696,1810041L15Rik,0.1857802506725951,0.9130953,16
697,Celf2,0.18050672192418607,0.82589406,16
698,Gabra1,0.1789858311987499,1.0569196,16
699,Ncald,0.1762793404539816,0.8654033,16
700,Tspan7,0.17525282731622444,0.71345484,16
701,Vdac1,0.17444077940489425,0.7058927,16
702,Atp6v1g2,0.17270240281603916,0.7708045,16
703,Snca,0.16711321750197347,1.20844,16
704,Arpp21,0.1516989069321605,1.3338276,16
705,Sncb,0.14337302450340728,1.0311043,16
706,Napb,0.14287965379472553,0.93702286,16
707,Vsnl1,0.11791559937492953,1.4111059,16
708,Ncdn,0.1129426240072173,1.1105707,16
709,Thy1,0.09394432764648074,1.6635473,16
710,Olfm1,0.08509587501812381,1.2916806,16
711,Chd3os,0.08027292462101074,1.2199333,16
712,Chchd10,0.04702275949285518,1.3995838,16
713,Slc18a2,0.9941295720547831,2.7314463,17
714,Hdc,0.9913607762823686,3.2072637,17
715,Msrb2,0.980713271666227,1.6957585,17
716,Maob,0.9595208104255148,1.9814041,17
717,Atp8a1,0.9553741371594207,1.3884286,17
718,Fam107b,0.9548756235125354,1.4595256,17
719,Stmn2,0.9481187185650395,0.8579056,17
720,Itm2a,0.9409963752545176,1.6854408,17
721,Tmem47,0.9341093588379477,1.1845336,17
722,Tspan12,0.9317614247650435,1.1284763,17
723,Maoa,0.9285957741928793,1.1748711,17
724,Prph,0.9271046789744015,2.4731145,17
725,Bsx,0.9270012418383949,0.98193866,17
726,Sncg,0.924838249808093,2.3846054,17
727,Elavl2,0.9247185116907675,1.0453498,17
728,Ctnnb1,0.9232158575946272,1.0239606,17
729,Gad1,0.9216459249028609,1.7062819,17
730,Sv2c,0.9171195869627714,1.1117017,17
731,Wif1,0.9143054448241421,1.5767237,17
732,Gpc4,0.9086730112061837,1.0654566,17
733,Srp14,0.9061801465902792,1.140057,17
734,Cdkn1a,0.9043734050971686,1.5091177,17
735,Slc7a8,0.9043087939348494,1.1925881,17
736,Rapgef4,0.9042800449314322,1.1906037,17
737,Slc35d3,0.9031751347794774,0.7962915,17
738,Dpp6,0.902980412148084,0.8188596,17
739,Vat1,0.9021985578077256,0.95258987,17
740,Slc5a3,0.9004537600436275,0.9611796,17
741,Matn2,0.8977107494598447,0.920519,17
742,Rap1b,0.8970092145001674,0.8407583,17
743,Hcrtr2,0.8916097367243327,0.94625175,17
744,Tmem114,0.8894677877790061,0.9028068,17
745,Inpp4b,0.8815819657797944,0.786219,17
746,2010111I01Rik,0.8808697610868903,1.0270381,17
747,Fstl5,0.8803911049990665,0.94423866,17
748,Zdhhc22,0.8790775422862274,0.9894376,17
749,S100a10,0.8778090295581249,1.43905,17
750,Scrn1,0.875127073558919,0.93081474,17
751,Atp11a,0.8710444186921871,0.897364,17
752,Isl1,0.8689249947392287,0.9673648,17
753,Gorasp2,0.8665225264742756,0.8540485,17
754,Cachd1,0.8641926716715619,0.71702707,17
755,Ext1,0.8607131531136355,0.7804855,17
756,Hrh3,0.8599304096288415,0.73499304,17
757,Npl,0.8598088932226446,0.73010045,17
758,Klf6,0.8592490286097041,0.7400396,17
759,Slc25a1,0.8587149491853955,0.7818753,17
760,Mindy2,0.8584452420399344,0.8271111,17
761,Sulf1,0.8567926189156586,0.8295373,17
762,Tubb2b,0.856528246636811,0.7906766,17
763,Hmgcs1,0.8561897789883315,0.8415582,17
764,Vwc2,0.8555993870831023,0.7130613,17
765,Mrps6,0.8551468125653892,0.7880559,17
766,Rasl11b,0.8533018378615483,0.8689521,17
767,Tppp3,0.851497467420266,0.9908443,17
768,Necab2,0.8514826483463397,0.83579826,17
769,Cxcl14,0.8514429332282168,1.1277361,17
770,Ptprm,0.8495481664359831,0.7587712,17
771,Lix1,0.8441196432752526,0.92840517,17
772,Sv2b,0.8396214615756233,0.75315356,17
773,Lypd6,0.8380272256026177,0.86072385,17
774,Grb14,0.8357821359027633,0.74754953,17
775,Tmsb4x,0.8241547941186059,0.7991302,17
776,3632451O06Rik,0.8200679899111745,0.82711476,17
777,Extl3,0.8148573071371624,0.7855465,17
778,9530059O14Rik,0.8098825440200591,0.7863641,17
779,Necab1,0.8058920637931495,0.79703975,17
780,Sphkap,0.8013135627128388,0.7547253,17
781,AC160336.1,0.7235009765769718,0.80195856,17
782,Tac2,0.4983856100864545,1.1154455,17
783,Sst,0.49270249523566767,1.4010901,17
784,Npy,0.41945033090992073,1.0977972,17
785,Nts,0.4155013440900051,1.0364207,17
786,Calb2,0.3942839868050966,0.9332838,17
787,Pvalb,0.38580243803404246,0.8168965,17
788,Dlk1,0.3845653417426639,1.340179,17
789,Cartpt,0.3322649768970638,1.0867277,17
790,Plcb4,0.3313912442983613,0.7012226,17
791,Xist,0.3282679762776265,0.784477,17
792,Cpne9,0.30690183549049654,0.81244993,17
793,Calb1,0.2913613690453256,1.4349986,17
794,Nxph4,0.28687652451223017,0.75448817,17
795,Unc13c,0.2854586355189492,0.7724501,17
796,Reps2,0.28038784480280254,0.7439849,17
797,Serpini1,0.27781436442473834,1.0346261,17
798,Rprm,0.27755888359024666,1.7537647,17
799,Lhx1os,0.27750642406854703,0.8935614,17
800,Pitx2,0.27558409379881027,0.76075673,17
801,Cck,0.27012296867544155,1.7807637,17
802,Foxb1,0.2696312718025625,1.1446527,17
803,Bdnf,0.26631120648008466,0.9340773,17
804,Rgs7bp,0.26517191607662055,0.7559215,17
805,Baiap3,0.2578587030939263,0.7347859,17
806,Fndc5,0.2576316748813734,0.70472264,17
807,Mir124-2hg,0.25678076365651753,0.7076179,17
808,Ap1s2,0.2535641354700462,0.8771762,17
809,Got1,0.2520469586814581,0.7052922,17
810,2900055J20Rik,0.2474657901678409,0.7256224,17
811,Pcdh19,0.2469936544725447,0.7315022,17
812,Vstm2l,0.24618601494355413,0.74221325,17
813,Tmem196,0.24406481270172467,0.7704145,17
814,Nrp2,0.2401386472556557,0.8732863,17
815,Dgkb,0.2365957030613243,1.2630842,17
816,Pcsk2,0.23417189532991708,0.7881445,17
817,Brinp3,0.23148697551592606,0.99581254,17
818,Chga,0.2291342993393657,0.7318153,17
819,Adcyap1,0.22778042874544682,1.2259997,17
820,Alcam,0.22623361380900586,1.3095424,17
821,Fam19a1,0.22454690681469935,1.0269349,17
822,Tmem163,0.2229147340124421,0.81595564,17
823,Sparcl1,0.2177775538451051,0.7672171,17
824,Ryr2,0.21715515274019495,0.721053,17
825,Rgs10,0.21698917911221893,0.9177062,17
826,Scn1a,0.21590145908601882,0.96982473,17
827,Arpp21,0.2157319288803004,1.1456084,17
828,Gabra1,0.21254642074907454,0.9468345,17
829,Rmst,0.20745488332943096,1.09419,17
830,Thy1,0.20266417311049395,1.0621524,17
831,Nrn1,0.19651751762728842,1.1991489,17
832,Nell2,0.19061359857499785,0.9156251,17
833,Hpca,0.18963672522176742,1.0229894,17
834,Ntng1,0.18674256008393528,1.2906903,17
835,Rph3a,0.18402177811104228,0.91321874,17
836,Tenm2,0.1832852701368986,0.97455317,17
837,C1qtnf4,0.17971742989837078,0.8757219,17
838,Scn1b,0.17545487147417183,0.98682034,17
839,Nrsn1,0.17361938097764396,0.84326625,17
840,Slc17a6,0.16867544153430764,1.3692992,17
841,Pdxp,0.16665560175813493,0.71622807,17
842,Ptprd,0.15233830167485174,1.0510417,17
843,Sh3gl2,0.14398953180617838,1.0316615,17
844,App,0.143142177159065,0.77278507,17
845,Rasgrf1,0.13913569233231476,1.0927991,17
846,Nefl,0.13049972881094715,1.3318603,17
847,Celf2,0.12416220365556915,1.0526798,17
848,Gpm6a,0.12367613803078219,0.7559885,17
849,Pcp4,0.11108763111175655,1.8457664,17
850,Ntm,0.10202517464278625,1.5766577,17
851,Chd3os,0.09997480757432506,1.0490491,17
852,Scg2,0.09483940569585925,1.5392506,17
853,Vsnl1,0.05728253749966656,1.8933542,17
854,Otp,0.954925445756455,1.6044418,18
855,Sst,0.906896223454705,3.8150578,18
856,Asb4,0.8874892020633314,1.2426623,18
857,Dlk1,0.863365289349444,1.0844415,18
858,Peg10,0.8574848652593797,0.8437965,18
859,Ngb,0.8518565399356178,1.1252296,18
860,Isl1,0.8414499733797807,0.8238722,18
861,Plagl1,0.835698243065521,0.9872928,18
862,Gfra2,0.8234384861380937,0.80830425,18
863,Tbx3,0.8188467627345136,0.80174804,18
864,Cited1,0.8147387868936848,1.2967002,18
865,Npy2r,0.8082120732390988,0.98463213,18
866,Irs4,0.7897383461615758,0.9044272,18
867,Ecel1,0.7844474453404038,0.75518835,18
868,Calcr,0.770983255705718,0.7900218,18
869,Agrp,0.7686650048127946,3.4137118,18
870,Fam46a,0.7553418494529633,0.73254275,18
871,Six3,0.7551253618410614,0.7305286,18
872,Tmem176b,0.7549730448242183,0.7189081,18
873,Ghr,0.7301429029789965,0.7210574,18
874,Cbln4,0.7266029426801448,0.8552694,18
875,Npy,0.7106600756648884,2.8258467,18
876,Fos,0.7047503869627916,0.87567717,18
877,Serpina3n,0.6985621555678568,0.92874116,18
878,Gpr101,0.6766062922441727,0.8107027,18
879,Junb,0.6630363269033457,0.76848423,18
880,Btg2,0.6365867589971053,0.7084856,18
881,Tac2,0.4631357560671182,1.144452,18
882,Nts,0.4192250871768112,0.9280467,18
883,Tac1,0.39845673244740304,1.5757962,18
884,Cartpt,0.3481730772621016,0.75134575,18
885,Rprm,0.3339776249122944,1.4082543,18
886,Pcp4,0.33092740613287547,0.83740854,18
887,Dgkb,0.32731657611090936,0.9127996,18
888,Calb1,0.31748648715354055,1.2338121,18
889,Slc24a2,0.29886396891604583,0.76933694,18
890,Plcb4,0.29582679580705096,0.7522969,18
891,Fam19a1,0.2856268444638758,0.79645264,18
892,Brinp3,0.28523124332290856,0.7059253,18
893,Nxph4,0.2790592308695821,0.76497006,18
894,Thy1,0.2747333570741029,0.77233183,18
895,Kcna2,0.2746596666654914,0.71512735,18
896,Cpne9,0.27225185900803534,0.8879206,18
897,Foxb1,0.27220708062576904,1.1106212,18
898,Hpca,0.2704653073313142,0.73850375,18
899,Pitx2,0.26700961501168824,0.7683852,18
900,Bdnf,0.25768478134398604,0.9402737,18
901,Snca,0.25237166762452445,0.8634273,18
902,Lhx1os,0.252034948293309,0.9275161,18
903,Cck,0.2492858376907048,1.807284,18
904,Scn1a,0.2432389931563118,0.8230454,18
905,Zfhx4,0.23962851572003288,0.8363707,18
906,Adcyap1,0.23679725265232587,1.167767,18
907,Grm1,0.23615907255860855,0.72215974,18
908,Scn1b,0.2189567694689002,0.8248143,18
909,Cadm2,0.2166198315345587,0.9012537,18
910,Cdk14,0.2096619055846047,0.81683123,18
911,Ntng1,0.20949019635496918,1.1616298,18
912,Sh3gl2,0.20714444377844926,0.7662945,18
913,Nefl,0.20177421117767144,0.98667663,18
914,Gabra1,0.19990832772134448,0.9832976,18
915,Ncdn,0.19644135265973012,0.7581501,18
916,Ralyl,0.195359619771595,0.87037045,18
917,Arpp21,0.1937310264827109,1.1296496,18
918,Chd3os,0.193276896117679,0.70183,18
919,Cacna2d1,0.1917988569172023,1.0247271,18
920,Nrn1,0.18975350734612279,1.1786381,18
921,Snap25,0.17728078866366498,0.8549093,18
922,Vdac1,0.17105553577158086,0.71122706,18
923,Rtn4,0.15357363223197318,0.76321554,18
924,Rmst,0.1519570268564518,1.3303065,18
925,Vsnl1,0.14780356746198245,1.2500582,18
926,Sncb,0.13019191238950847,1.0613629,18
927,Slc17a6,0.12446133721647702,1.6995195,18
928,Sst,0.9854227324558004,2.7167487,19
929,Gda,0.9779754194850676,1.644002,19
930,Otp,0.9756824128094705,1.6199781,19
931,Bcl11b,0.9644092705554141,1.5863525,19
932,Cplx2,0.9641980058083967,1.4525161,19
933,Nrgn,0.9490136980740773,2.0387645,19
934,Six3,0.946804182488459,1.4739643,19
935,Baiap2,0.9409076819183207,1.2437141,19
936,Dlk1,0.9368549044788125,1.7129601,19
937,Itm2c,0.9254309247307066,0.88055754,19
938,Tmem158,0.9173576592235052,1.14721,19
939,Atp2b1,0.9136245465649644,0.9405811,19
940,Pthlh,0.9104657234479883,1.4271343,19
941,Grin2b,0.9088992276382263,0.92437446,19
942,Gria3,0.908844796982881,1.0987241,19
943,Icam5,0.9078415200729185,1.1675787,19
944,Ppp3ca,0.9056047891596275,0.9320109,19
945,Sowaha,0.8977760003247388,1.0507601,19
946,Atp2b4,0.8944824843996206,1.0051758,19
947,Rprml,0.8837453457176913,1.1269276,19
948,Gad2,0.8822983205836442,1.1827089,19
949,Ncdn,0.8793041732629241,0.82244086,19
950,Slc32a1,0.8788110684276368,1.0742996,19
951,Ptk2b,0.8779987600881224,1.2611394,19
952,Wfs1,0.8761873263293073,1.0230858,19
953,Tmsb4x,0.8757726385398562,0.76531124,19
954,Arf3,0.8701778129578172,0.81814694,19
955,Camk2n1,0.8670909490123142,0.7848296,19
956,Ctxn1,0.8600906132028474,0.92115724,19
957,Jph4,0.8582667249720467,0.7355108,19
958,6430628N08Rik,0.8568658275120209,0.85924774,19
959,Mef2c,0.8477399284836541,1.2992177,19
960,Dbpht2,0.8476518246262736,0.7501944,19
961,Prkce,0.8456489610202704,0.7780165,19
962,Ddn,0.8417133478727761,0.87055147,19
963,Rnf152,0.8415947997505415,0.9110522,19
964,Crym,0.8339080841516383,1.0431898,19
965,Plppr4,0.8336548432212616,0.7319299,19
966,Fbxw7,0.8330537996287645,0.77442896,19
967,Rasgrf2,0.8296375840907497,0.85084915,19
968,Ramp1,0.8272301807835801,0.8465627,19
969,Hpcal4,0.8250017528516129,0.73977613,19
970,Negr1,0.8239620350791735,0.7084596,19
971,Chrm1,0.8239551159280704,0.8113637,19
972,Stum,0.8188307926210482,0.8638487,19
973,2010300C02Rik,0.8175724296737483,0.7148804,19
974,Kcnip2,0.8161480070999716,0.83230877,19
975,Wipf3,0.8156332222578943,0.792822,19
976,Lmo7,0.8131298733887603,0.75948185,19
977,Plcb1,0.8120320347470543,0.8726182,19
978,Ppp1r1b,0.810968330584124,0.8571078,19
979,Phactr1,0.8065322321734991,0.718953,19
980,Lamp5,0.804206474849347,0.83141965,19
981,Hpcal1,0.7985401513725751,0.81084794,19
982,Camkv,0.7888344274817611,0.72412,19
983,Egr1,0.7861857764394601,1.0664061,19
984,Kctd8,0.7819032831833262,0.7164581,19
985,Arpp21,0.7782721126843724,0.7009438,19
986,Pde1a,0.7744688859613191,0.7022163,19
987,Junb,0.7579616365360701,1.023848,19
988,Egr4,0.6403489835305752,0.7576806,19
989,Rprm,0.4977489695077624,0.8390529,19
990,Tac2,0.45360201780897247,1.1648685,19
991,Tac1,0.4164277253152365,1.4473617,19
992,Npy,0.4020783284807021,1.1074516,19
993,Nts,0.3952883348647721,1.0406289,19
994,Pvalb,0.3837905508382321,0.72423106,19
995,Ctxn3,0.36489342662194124,0.70658404,19
996,Cox6a2,0.31264230387435554,0.86012906,19
997,Plcb4,0.3102422809950293,0.72196186,19
998,Bdnf,0.304963429980036,0.7417246,19
999,Ntm,0.3019268451992162,0.7206571,19
1000,Pcp4,0.29897375150837496,0.91460514,19
1001,Nefm,0.2967476299601088,0.7409406,19
1002,Nxph4,0.2746926051803223,0.77949816,19
1003,Ap1s2,0.2738950576964947,0.74376994,19
1004,Cpne9,0.2738087989460749,0.89145243,19
1005,Unc13c,0.27285810758449663,0.7737311,19
1006,Nrp2,0.2722782827220494,0.76226616,19
1007,Lhx1os,0.27003278755069426,0.8656349,19
1008,Pitx2,0.26985058323831035,0.7559322,19
1009,Gabra1,0.2597255587906431,0.78553337,19
1010,Foxb1,0.25637622837995916,1.1636918,19
1011,Cck,0.25141796469941363,1.7828618,19
1012,Slit2,0.2417740518917882,0.70419234,19
1013,Sparcl1,0.23674475159324984,0.7281408,19
1014,Osbpl1a,0.222967337916579,0.8092458,19
1015,Tmem163,0.2217961562731792,0.80048525,19
1016,Fam19a1,0.2214229833903471,1.0234333,19
1017,Adcyap1,0.2181511474720189,1.2320952,19
1018,Lrp1b,0.21597253742799466,0.80182326,19
1019,1810041L15Rik,0.2144844586640687,0.8235085,19
1020,Brinp3,0.2123616631056102,1.0010693,19
1021,Zfhx4,0.20270806348644033,0.9567262,19
1022,Nrn1,0.2009847335850059,1.1003495,19
1023,Tmem145,0.19956630760885208,0.84954023,19
1024,A730017C20Rik,0.19626079848848837,0.77279127,19
1025,Phlda3,0.1737933923029518,0.8174378,19
1026,Pcdh10,0.16368082232727035,0.9891422,19
1027,Scg2,0.15395526353662722,1.2037823,19
1028,Gpx3,0.15268629122430227,1.1363418,19
1029,Nrsn1,0.14863120740109304,0.9475117,19
1030,Nefl,0.13362218482805444,1.2975221,19
1031,Zfhx3,0.13150907608114046,1.3826488,19
1032,Slc17a6,0.12328128286596775,1.7092289,19
1033,Rmst,0.11635521261167513,1.5412418,19
1034,Selenom,0.11392889695815667,0.8637984,19
1035,Elavl2,0.10955968367486264,1.2650405,19
1036,Nap1l5,0.10853841697203187,0.8540771,19
1037,Tcf4,0.9601311743773324,1.5545055,20
1038,Tac2,0.9589323178552032,2.868832,20
1039,Gria1,0.9303912664012345,1.0881954,20
1040,Fgf1,0.901963305050665,1.1295935,20
1041,Cnr1,0.8967226183756711,1.102802,20
1042,Atp1b1,0.8932855413542109,0.71724844,20
1043,Cbln2,0.8913698558582955,1.0321016,20
1044,Cplx1,0.8891293532716764,1.4363577,20
1045,Rbms3,0.8852036560052619,0.994459,20
1046,Cabp7,0.8789223375267955,0.97669125,20
1047,Parm1,0.8750151505239419,0.91845226,20
1048,Ap1s2,0.8702072997379656,0.84263134,20
1049,Got1,0.8682244194496721,0.79081035,20
1050,Nefm,0.862795333790765,1.1222209,20
1051,Inf2,0.8447559409071247,0.81539,20
1052,Nefl,0.8436298576129672,0.8334944,20
1053,Slc25a5,0.8386422290617224,0.8522947,20
1054,Epha4,0.8378112957235204,0.7381049,20
1055,Aldoc,0.8344472454952864,0.7115102,20
1056,Serpine2,0.8333972317774062,0.7911427,20
1057,Fndc5,0.8305053200525996,0.7063738,20
1058,Adarb2,0.8280135342990111,0.7048988,20
1059,Atp2b2,0.827538606577787,0.7212767,20
1060,Kcna2,0.8252958219038795,0.7930486,20
1061,Ppargc1a,0.8244387713444893,0.7103536,20
1062,Ankrd34b,0.8201679717670304,0.70349705,20
1063,Kctd8,0.8174606555473232,0.73075616,20
1064,Negr1,0.8167374874421808,0.7195741,20
1065,Slc24a2,0.8031339651165208,0.72769904,20
1066,Cplx2,0.7980941021228991,0.73407,20
1067,Myo1a,0.7859118130473525,0.84916365,20
1068,Syt2,0.7603980771639639,0.921546,20
1069,Sst,0.5332829752738377,1.290776,20
1070,Npy,0.41397519827535056,1.0943677,20
1071,Tac1,0.40443176280086146,1.5875381,20
1072,Gad1,0.38434204127129507,0.839934,20
1073,Dlk1,0.37511251958157676,1.314017,20
1074,Gad2,0.3631348576662158,0.9467582,20
1075,Foxb1,0.3540057478171835,0.85877866,20
1076,Dgkb,0.33778112145826394,0.8698578,20
1077,Calb2,0.32645639007261595,1.164629,20
1078,Nrgn,0.3251644751021741,0.9022657,20
1079,Nnat,0.3237252387190086,0.70770127,20
1080,Unc13c,0.2778999117085784,0.7828989,20
1081,Cck,0.27434543397439703,1.5918701,20
1082,Fxyd6,0.2665409490136058,0.7325976,20
1083,Tenm1,0.2624598162463315,0.716622,20
1084,Rgs4,0.2593320888350654,0.78055567,20
1085,Pcp4,0.24949832114445158,1.1417875,20
1086,Hpcal1,0.2447693291525494,0.88282883,20
1087,Vat1l,0.24411665218809067,0.72269225,20
1088,Clstn2,0.23988135174622782,0.76257706,20
1089,Rprm,0.23856585520713994,1.8389604,20
1090,Spint2,0.2323121753413876,0.72435445,20
1091,Tmem255a,0.227787556944417,0.7813115,20
1092,Cartpt,0.22533203102218746,1.9203709,20
1093,Ctxn1,0.2134943371271767,1.0444366,20
1094,Celf2,0.21039754467693,0.7312972,20
1095,Fam19a1,0.20694829652326538,1.0689672,20
1096,Calb1,0.20669092779019405,1.8516635,20
1097,Baiap3,0.2052090924443133,0.8950362,20
1098,Ralyl,0.20273683121530278,0.8379039,20
1099,Gas7,0.20105797566686393,0.75958574,20
1100,Gabra1,0.19973436503963987,0.94502145,20
1101,Cnih2,0.19189894511782926,0.7408283,20
1102,Dpp6,0.1907999933058773,0.73833555,20
1103,B230209E15Rik,0.17659298567508452,0.7884074,20
1104,Ahi1,0.1753550801037995,0.92848516,20
1105,Fxyd7,0.17433524065117584,0.98713815,20
1106,Ntng1,0.17219337494846287,1.3405344,20
1107,Ly6h,0.17079851248479241,0.8301377,20
1108,Rph3a,0.16896396787023943,0.9271134,20
1109,Hap1,0.16548302405979273,1.020125,20
