,gene_name,AUROC,avg_diff,cluster_revised
68,Apod,0.43147216499545143,1.2828028,1
69,Gja1,0.4269418153460641,1.073076,1
70,Itih3,0.42659350886603686,0.9323931,1
71,Trf,0.4262354450737507,1.3677772,1
72,Id3,0.42603742270622796,0.84271604,1
73,Ntsr2,0.4258509854670344,0.93669426,1
74,Htra1,0.42422689024942917,0.7533065,1
75,Slc1a2,0.42136498723700544,0.9576349,1
76,S1pr1,0.42131770593600476,0.765093,1
77,Enpp2,0.4202068775987916,0.9724842,1
78,Gpr37l1,0.4167028197933557,1.1138337,1
79,Dlk1,0.41565859922412424,0.8458365,1
80,Ptgds,0.41475920619883394,2.4153154,1
81,Gpm6b,0.40800432375267415,0.8634663,1
82,Cnp,0.4058385498666393,1.5702716,1
83,Olig1,0.3984915087729258,1.1066129,1
84,Gm3764,0.3967009747743104,1.042035,1
85,Cd9,0.39251008820072697,0.9529612,1
86,Slc1a3,0.3923241347951991,1.2500821,1
87,Slc6a11,0.3911517520638463,1.3283795,1
88,Cryab,0.3908401094238219,1.500306,1
89,Gng11,0.3897837661332992,0.9636941,1
90,Plp1,0.38714684577543856,3.2444596,1
91,Mobp,0.3871331909142058,1.1999934,1
92,Gatm,0.3856094643025908,1.0546625,1
93,Csrp1,0.38497128769749694,0.920648,1
94,Mt2,0.3840050181077438,1.0190568,1
95,Tsc22d4,0.3800787347900167,0.81407297,1
96,Plpp3,0.37830123742072785,1.3087771,1
97,Id2,0.37481803822221443,1.0618349,1
98,Atp1b2,0.37287980055731185,0.9520186,1
99,Prdx6,0.37197013950644875,0.80346704,1
100,Tspan2,0.368510916954037,1.0329627,1
101,S100a16,0.3633161024037179,0.89220345,1
102,Selenop,0.3630297803921999,1.1156646,1
103,Serpine2,0.3626988650444907,0.8562826,1
104,Atp1a2,0.35952566882746784,1.7410343,1
105,Fth1,0.3557980261091699,0.77805114,1
106,Cd63,0.3462909096148179,0.79855573,1
107,Ahi1,0.34571874942544756,0.83917665,1
108,Slc6a1,0.34112485628796146,0.77582794,1
109,Sparc,0.3342192865345758,1.1518548,1
110,Mbp,0.3327993422442593,1.0611655,1
111,Apoe,0.33245802447273687,2.0320606,1
112,Dbi,0.328840507672688,1.119561,1
113,6330403K07Rik,0.3266775561497033,0.8844948,1
114,Malat1,0.32471966946204256,0.8016367,1
115,Mt1,0.32203592475719883,1.2262074,1
116,Scd2,0.31360928947735967,1.0003295,1
117,Qk,0.3103701037242612,1.3484541,1
118,Tcf4,0.3074114608583403,0.9079622,1
119,Cst3,0.3038048571954184,1.6041453,1
120,Gap43,0.3028991205731773,1.0000868,1
121,Cd81,0.27050898333967155,0.9747888,1
122,Ptn,0.26576279011607384,1.6147268,1
123,Nnat,0.26124526205882836,1.7043633,1
124,Fxyd6,0.2512838795116549,1.0623814,1
125,Fabp5,0.23166558019129063,1.1292369,1
126,Tmsb4x,0.19486927728260087,1.1318505,1
127,Rprm,0.9381890834026478,1.6947839,2
128,Dgkb,0.9306740129184862,1.2948618,2
129,Calb1,0.9182577472855955,1.4357924,2
130,Cck,0.9125306190525699,1.2863009,2
131,Cartpt,0.9120797268143065,1.2310427,2
132,Nrsn1,0.9110598717744012,1.000897,2
133,Adcyap1,0.8955536772569289,1.1134908,2
134,Pcp4,0.8874669750542139,1.1654038,2
135,Foxb1,0.8782635632036657,0.95765096,2
136,Cox6a2,0.875099697584638,1.0746145,2
137,Ntng1,0.8700878971038924,0.91220117,2
138,Vsnl1,0.8589688024500193,0.9859326,2
139,Arpp21,0.8477444209579756,0.83117634,2
140,Syt1,0.8468172817707869,0.823069,2
141,Bdnf,0.8452234548750358,0.87570506,2
142,Alcam,0.8450975709606987,0.9546492,2
143,Zfhx3,0.8429860322040024,0.7862921,2
144,Scg2,0.8326558345772808,0.8868365,2
145,Rmst,0.8300404894035489,0.7609798,2
146,Ctxn3,0.7458479195444554,0.8616807,2
147,Nts,0.6969288192897246,1.3390421,2
148,Npy,0.6740142529446277,0.81844556,2
149,C1qb,0.4894773309159909,0.8673192,2
150,C1qa,0.48857506294002323,0.90347385,2
151,Sparcl1,0.4852424366762717,0.89196014,2
152,Sst,0.48341801922734157,0.85358626,2
153,Vtn,0.48258568461045265,1.1414303,2
154,Cldn5,0.4790162209807504,1.2326751,2
155,Tac1,0.4769952513392548,0.7716136,2
156,Ly6c1,0.4761877105736763,0.7831737,2
157,Rgs5,0.4753195969981879,0.8889801,2
158,Klf2,0.4692072357509234,0.79284775,2
159,Itm2a,0.46638827929279425,0.8332795,2
160,Mag,0.4563786224551684,1.1142163,2
161,Cst3,0.4545842786714395,1.2743998,2
162,Ptgds,0.44869564228529846,2.0518134,2
163,Mog,0.44523119473407996,1.0831754,2
164,Cldn11,0.44147440408113753,1.4747956,2
165,Slc4a4,0.4395626666332473,0.9489654,2
166,Aqp4,0.4392666682757528,0.7860528,2
167,S100a6,0.438598781488578,0.86181676,2
168,Bcan,0.437656537778867,0.80681276,2
169,Ppp1r14a,0.4372626984745864,0.7646135,2
170,Apod,0.43453651588910674,1.2661022,2
171,Ugt8a,0.43444567601421935,0.7668626,2
172,Agt,0.4334983072104388,1.1193861,2
173,Mal,0.4333899839957817,1.888509,2
174,Ntsr2,0.430435821754102,0.9287996,2
175,Qdpr,0.4288524964661993,0.7751065,2
176,Trf,0.4286948563086078,1.3787946,2
177,Glul,0.42625415113279663,0.8876494,2
178,Mobp,0.42449086735312763,1.0481254,2
179,Itih3,0.4244702702769609,0.92579204,2
180,Car2,0.4231828659866422,1.1951075,2
181,Id3,0.4207717122966363,0.8485865,2
182,Gja1,0.42047383796131255,1.0793952,2
183,S1pr1,0.4158057088828981,0.77976257,2
184,Htra1,0.4125558770633436,0.77144015,2
185,Gpr37l1,0.4105885951997247,1.1197594,2
186,Mbp,0.40722162113571775,0.7918247,2
187,Id2,0.4033142687569933,0.9937266,2
188,Enpp2,0.40002834853919733,1.007249,2
189,Dlk1,0.3986140739956827,0.89022946,2
190,Cnp,0.398462525931042,1.5648767,2
191,Slc6a11,0.39599283012877634,1.3065982,2
192,Cryab,0.39480736686049966,1.4706335,2
193,Plp1,0.3940286813415322,3.2348018,2
194,Gm3764,0.39382984703160745,1.0617656,2
195,Apoe,0.39263233495727257,1.8787913,2
196,Cd9,0.39233212048465665,0.95161366,2
197,Olig1,0.3882132080907326,1.1236087,2
198,Slc1a3,0.3874117787580825,1.2397174,2
199,Gng11,0.38692365706289794,0.96199673,2
200,Gatm,0.3831940970984464,1.0593964,2
201,Csrp1,0.3823297161386388,0.91060525,2
202,Mt2,0.38031037105526344,1.0153004,2
203,Prdx6,0.3790223672256385,0.7723455,2
204,Tsc22d4,0.37602461267440024,0.78780144,2
205,Tspan2,0.3720925631442533,1.028018,2
206,Gpm6b,0.3671076645723792,0.9454562,2
207,Sparc,0.364035238367545,1.0751745,2
208,Plpp3,0.3629753882539188,1.3214632,2
209,Atp1a2,0.36252101481968335,1.7166052,2
210,Selenop,0.356387805076543,1.1181929,2
211,S100a16,0.35582439284847855,0.8916435,2
212,Fth1,0.3542351301874462,0.7850299,2
213,Dbi,0.34691608971645427,1.0774468,2
214,Mt1,0.3413276097829962,1.1821165,2
215,Tmsb4x,0.32875399409217837,0.8139386,2
216,Qk,0.3056410575966194,1.3363557,2
217,Nnat,0.28654443491370346,1.5735784,2
218,Scd2,0.2800257600765925,1.0802112,2
219,Fabp5,0.2585764677959976,1.0205486,2
220,Tcf4,0.24790346906593788,1.0462451,2
221,Ptn,0.24418833672479182,1.638293,2
222,Calb1,0.8796968346029966,1.3240757,3
223,Serpini1,0.8769162210985806,1.273838,3
224,Fam19a1,0.86782775756062,1.0247412,3
225,Pcp4,0.8640502429447282,0.97360015,3
226,Foxb1,0.8574496394311056,0.9494675,3
227,Cck,0.8533632161641743,1.0107645,3
228,Ntm,0.8420293290775652,0.80890954,3
229,Rmst,0.8355796765771077,0.8084357,3
230,Slc17a6,0.8277949171838743,0.80813277,3
231,Cartpt,0.8219484515722429,0.84085083,3
232,Gpr83,0.8153751847861128,0.826567,3
233,Rprm,0.8090114995774244,0.86898804,3
234,Meg3,0.8085000159736523,0.8188014,3
235,Tshz2,0.7528085310919879,0.7520702,3
236,Vtn,0.48490486237972563,1.1314135,3
237,C1qa,0.48446133940525743,0.900645,3
238,Sst,0.48430385371619755,0.7832235,3
239,Cldn5,0.48015709360850606,1.1848288,3
240,Ptgds,0.47968496327512156,2.2283916,3
241,C1qb,0.47813370382525405,0.88402724,3
242,Rgs5,0.4770700401083885,0.8713948,3
243,Nnat,0.47672145145316674,1.0076686,3
244,Klf2,0.475244287967193,0.7549819,3
245,Igfbp7,0.4704585091645199,0.80960613,3
246,Mog,0.45071100904108713,1.0447514,3
247,Tac1,0.45035225533447376,0.84546375,3
248,Mag,0.4494837243005719,1.0935822,3
249,Apod,0.4465527043393152,1.2177798,3
250,Agt,0.4426883511415352,1.0810224,3
251,Bcan,0.4414535152199863,0.79580545,3
252,Cldn11,0.4411948146620701,1.4411395,3
253,Mal,0.43951445905952946,1.8465708,3
254,S100a6,0.4371124211119405,0.862668,3
255,Qdpr,0.4347555450355342,0.7532399,3
256,Aqp4,0.43243068887101127,0.7815231,3
257,Ntsr2,0.4323967811638694,0.89045995,3
258,Trf,0.4303889293877445,1.3516636,3
259,Id3,0.4272862652729897,0.8141121,3
260,Sparcl1,0.42398360377210537,0.9912616,3
261,Slc4a4,0.4222229079598161,0.9674049,3
262,Cnp,0.4212731654260464,1.516174,3
263,Car2,0.4174716903318744,1.1853099,3
264,Gja1,0.41480913663862085,1.0643829,3
265,Tspan2,0.41473148290674,0.934094,3
266,Itih3,0.4138621531902287,0.9210101,3
267,Htra1,0.41368582585233954,0.7511416,3
268,Mobp,0.41213307794851844,1.0722349,3
269,Slc1a2,0.40862337613304023,0.95899826,3
270,Csrp1,0.4073260614491878,0.85340524,3
271,Gm3764,0.4059257893162406,1.0181482,3
272,Mt2,0.4026506823653783,0.9677251,3
273,Slc6a11,0.4024474539450565,1.286173,3
274,Cryab,0.4023105524850646,1.4522462,3
275,Ptprz1,0.4018749800329347,0.8801782,3
276,Gatm,0.40018311614006863,1.0226302,3
277,Plp1,0.39736231437890085,3.2043772,3
278,Gpr37l1,0.3964097038484884,1.1336974,3
279,Enpp2,0.3938883717620681,0.9914718,3
280,Olig1,0.3918489720228743,1.0918435,3
281,Cd9,0.3911939796757058,0.9385878,3
282,Gng11,0.3869436449550851,0.9548804,3
283,Id2,0.3822224505325035,1.0060815,3
284,Tsc22d4,0.3802978795702797,0.7748391,3
285,Slc1a3,0.3791823014838071,1.2335062,3
286,Mbp,0.3784694046474615,0.8646327,3
287,Plpp3,0.37328366737628405,1.2883424,3
288,Selenop,0.3603827650101505,1.0851643,3
289,Gpm6b,0.3578201192505744,0.94797146,3
290,S100a16,0.35618398162158704,0.89281344,3
291,Apoe,0.3532150605401418,2.0063426,3
292,Sparc,0.34460558874525504,1.1358724,3
293,Tmsb4x,0.34178246354376923,0.7632904,3
294,Atp1a2,0.3413639175527204,1.758333,3
295,Cst3,0.33598039742446645,1.5200346,3
296,Dbi,0.3341684770139145,1.083938,3
297,Fabp5,0.33383517223953507,0.7935684,3
298,Mt1,0.31734390111438004,1.2181292,3
299,Scd2,0.31723201294156267,0.98395824,3
300,Qk,0.3160648835230326,1.3089486,3
301,Glul,0.310119780609148,1.171871,3
302,Ptn,0.28058159341537015,1.5537575,3
303,Calb2,0.9066358759361816,1.5914155,4
304,Rab3c,0.8916331005317365,1.0341039,4
305,Gap43,0.8841064133621144,0.9785198,4
306,Syt4,0.8434925900121077,0.85466385,4
307,Nxph1,0.8249893762485494,0.8151703,4
308,Negr1,0.8235707837025803,0.78004634,4
309,Htr2c,0.8102003357843406,0.8516873,4
310,Ly6h,0.7915633914434388,0.7554083,4
311,Ar,0.7809718127260753,0.7948743,4
312,Tac1,0.734831523770835,1.8343058,4
313,Sst,0.49947252466591213,0.75334144,4
314,Rgs5,0.49047142638329705,0.8533289,4
315,Slc6a11,0.49041126562222426,1.1626264,4
316,Ly6c1,0.4891489470651898,0.76680857,4
317,C1qb,0.4891429624868632,0.9067143,4
318,C1qa,0.48841099906100616,0.940957,4
319,Vtn,0.4866399013525507,1.157225,4
320,C1qc,0.48549261719019277,0.77150434,4
321,Cldn5,0.4837608017139112,1.2276844,4
322,Itm2a,0.4811309395140018,0.82422864,4
323,Klf2,0.4658329174126391,0.80036086,4
324,Gm3764,0.4643785073903693,0.9474437,4
325,Enpp2,0.46074310104110067,0.9146499,4
326,Mag,0.4554064995580411,1.1287342,4
327,Atp1b2,0.45382852824190006,0.79425144,4
328,Mog,0.45267998416831556,1.0733873,4
329,Cldn11,0.4471271504209813,1.4673111,4
330,Ppp1r14a,0.4445929064838091,0.75440484,4
331,Mal,0.4435492275214288,1.8874257,4
332,Slc1a2,0.4432573330883106,0.84851366,4
333,Apod,0.4430988317563145,1.2508354,4
334,Aqp4,0.4400764622124725,0.8025076,4
335,Ntsr2,0.43850839019882665,0.9608629,4
336,S100a6,0.4384696704270218,0.8850104,4
337,Agt,0.4368618887113215,1.127207,4
338,Trf,0.43529514410414644,1.368585,4
339,Ptgds,0.4348999369504424,2.3642619,4
340,Htra1,0.4325825777315731,0.7532445,4
341,Igfbp7,0.4246553737823633,0.9215764,4
342,Id3,0.4233272698605656,0.85731465,4
343,S1pr1,0.42170934135980775,0.7670487,4
344,Slc4a4,0.4202934261251952,1.0067995,4
345,Gatm,0.4194813458443718,1.0163252,4
346,Gja1,0.419452817854454,1.1036347,4
347,Itih3,0.41786388981032396,0.94879925,4
348,Ptn,0.4146558633478685,1.1818316,4
349,Gpr37l1,0.41420126037919364,1.135744,4
350,Mt2,0.41378283486145573,0.97936654,4
351,Plp1,0.4078384612020237,3.2297664,4
352,Car2,0.4062366190678204,1.2445145,4
353,Mobp,0.404172749488071,1.1926576,4
354,Cnp,0.3986329648212987,1.6116128,4
355,AY036118,0.3982800096905173,0.9380937,4
356,Cryab,0.3982438097411656,1.5147911,4
357,Olig1,0.3968385362567354,1.1158388,4
358,Cd9,0.3964605403903241,0.95335007,4
359,Slc1a3,0.3957431784356475,1.2451859,4
360,Sparcl1,0.3954600358858715,1.0989542,4
361,Sept4,0.39044473426402376,0.9860244,4
362,Bcan,0.38612497113453387,0.9483787,4
363,Gng11,0.3850144493818966,0.9765215,4
364,Csrp1,0.38478766536109865,0.93474823,4
365,Cck,0.38358253777438844,0.85640633,4
366,Atp1a2,0.38304550061402665,1.7153833,4
367,Gpm6b,0.3806170217246493,0.9499511,4
368,Plpp3,0.3805551285856399,1.3109354,4
369,S100a16,0.3689252930238535,0.8865699,4
370,Cst3,0.368674593188164,1.4632852,4
371,Mbp,0.3679492892930764,0.94156027,4
372,Selenop,0.36269390708730664,1.1413858,4
373,Ndrg2,0.36041144290973254,0.7921178,4
374,Tsc22d4,0.3519446594792931,0.8638617,4
375,Cd81,0.34857682677678525,0.774969,4
376,Mt1,0.33776276123584337,1.1932427,4
377,Sparc,0.32977096433785275,1.1912267,4
378,Qk,0.32881241937693073,1.3189316,4
379,Glul,0.3273205494940826,1.1695371,4
380,Dbi,0.31850375822519544,1.144735,4
381,Apoe,0.30858575954738227,2.1719022,4
382,Cd63,0.3081771433384804,0.8462558,4
383,Ckb,0.2976019209686485,0.76058865,4
384,Malat1,0.2466281850780794,1.0042543,4
385,Synpr,0.889203443761637,1.4750695,5
386,Cacna2d1,0.8838485159836884,1.0399548,5
387,Spock1,0.859926587997902,1.0278069,5
388,Resp18,0.8372967347010568,1.0229775,5
389,Pcp4,0.8372434591298893,0.93308043,5
390,Snca,0.834465082753923,0.85837084,5
391,Cck,0.7738910574695342,1.1348184,5
392,Dlk1,0.6804979641612451,0.8053236,5
393,Penk,0.6579034384610019,0.95865893,5
394,Nnat,0.5383958028541826,0.78888535,5
395,Rgs5,0.498218154998469,0.80834985,5
396,Vtn,0.49059265887158215,1.1280634,5
397,Sst,0.4861893027917835,0.84297764,5
398,C1qb,0.4856189759866869,0.87563735,5
399,C1qa,0.4852805370129712,0.90543807,5
400,Sept4,0.47924041539270945,0.776881,5
401,Cldn5,0.47713481884331527,1.2142706,5
402,Ly6c1,0.47685752263628467,0.76806194,5
403,Ptgds,0.47043187852236473,2.179764,5
404,Ptn,0.4648040218778631,1.0190263,5
405,Klf2,0.4634019859314203,0.7864928,5
406,Itm2a,0.462484993997599,0.8227461,5
407,Apod,0.46228810471662,1.221047,5
408,Mog,0.450454376906748,1.0541117,5
409,Cldn11,0.45013921047338507,1.4355369,5
410,Mag,0.44867995040137054,1.1155474,5
411,Trf,0.4393723401849528,1.3354431,5
412,Aqp4,0.43851293133619434,0.7688512,5
413,Id2,0.43753647177998084,0.85364497,5
414,Bcan,0.4369806230077001,0.80160415,5
415,Mal,0.4366267786891493,1.8683505,5
416,Ntsr2,0.4350807102468218,0.9236106,5
417,Agt,0.4344014093228241,1.1014607,5
418,Gm3764,0.4327135518814323,0.9758987,5
419,S100a6,0.4327081974023538,0.86969566,5
420,Mt2,0.43125701391889354,0.90862876,5
421,Sparcl1,0.4298278765308575,1.0021588,5
422,Slc4a4,0.42880971784707106,0.95466626,5
423,Igfbp7,0.4267500082859816,0.89498353,5
424,Slc6a11,0.42667187477004154,1.2310629,5
425,Id3,0.42384752166589745,0.840869,5
426,Gja1,0.4220955301287264,1.0733378,5
427,Enpp2,0.4207592735090647,0.9532156,5
428,Mobp,0.42027446880277075,1.0770488,5
429,S1pr1,0.4197327989303964,0.76063055,5
430,Car2,0.4178331254758456,1.2076459,5
431,Gatm,0.4165039882194281,0.98208386,5
432,Itih3,0.41603016169090984,0.93662435,5
433,Csrp1,0.41091355310189465,0.86719155,5
434,Olig1,0.40989135612383093,1.0750653,5
435,Gpr37l1,0.4070902755600396,1.1272717,5
436,Cst3,0.40603544318155854,1.3725107,5
437,Plp1,0.40545234340122976,3.1954482,5
438,Cryab,0.4002856001365961,1.4680752,5
439,Cd9,0.39684990910547413,0.92678726,5
440,Cnp,0.3895788555629568,1.5751214,5
441,Cartpt,0.3877797206792614,1.045926,5
442,Gng11,0.3869030817749206,0.956457,5
443,Mbp,0.38029368031474525,0.87273264,5
444,Plpp3,0.3784615510711411,1.2840039,5
445,Slc1a3,0.37745972504420894,1.2384459,5
446,Selenop,0.37723537536214524,1.0782466,5
447,Rprm,0.3769427037235705,1.0922892,5
448,Slc1a2,0.3732686037636424,1.0524138,5
449,Qk,0.3689764952128564,1.2171099,5
450,Atp1a2,0.3688634528863873,1.7054247,5
451,Gpm6b,0.3680330001032607,0.9380294,5
452,S100a16,0.3636899193047098,0.87395024,5
453,Ptprz1,0.3629514498912293,0.96808773,5
454,Tsc22d4,0.35527501142986845,0.83740693,5
455,Mt1,0.35397889844665065,1.1419249,5
456,Dbi,0.34534343987769534,1.0777333,5
457,Apoe,0.3443962355200228,2.062785,5
458,Sparc,0.3413606048419567,1.143148,5
459,Malat1,0.3237754784959932,0.7856803,5
460,Glul,0.2931915913978469,1.2199385,5
461,Ftl1,0.2846274162012059,0.76091766,5
462,Atp1b1,0.8893032307618761,1.0349464,6
463,Cplx1,0.8733342131026168,1.3149488,6
464,Tac2,0.8560662301564824,2.5953739,6
465,Got1,0.856019931795786,0.9285183,6
466,Atp1a3,0.8538797624542589,0.8576666,6
467,Ndrg4,0.8441147251283398,0.80912673,6
468,Nefl,0.8358410775124946,0.99086595,6
469,Atp2b2,0.8331026449721186,0.83358634,6
470,Slc17a6,0.8321322875728772,0.882095,6
471,Gria1,0.8320844827579281,0.90104717,6
472,Snap25,0.8289863089420313,0.7799673,6
473,Nefm,0.824650131021348,1.0724673,6
474,Rbms3,0.8206872524644586,0.87199664,6
475,Cnr1,0.8190964367737132,0.89270794,6
476,Cbln2,0.813148754523882,0.9024048,6
477,Kcna2,0.8126788412273545,0.80579275,6
478,Ap1s2,0.8049169863362589,0.8085987,6
479,Fgf1,0.7931955670876303,0.76040465,6
480,Thy1,0.7874107827576469,0.78100896,6
481,Syt2,0.7488122110369668,0.7671534,6
482,Vtn,0.49357105583160493,1.0994712,6
483,Rgs5,0.4920794652609641,0.8076966,6
484,Enpp2,0.4910279601926494,0.8142556,6
485,Cldn5,0.48942438985589864,1.1411684,6
486,Igfbp7,0.48822033118693736,0.8019951,6
487,C1qb,0.482345963044066,0.8752768,6
488,C1qa,0.47766350150585163,0.9002515,6
489,Apod,0.4701952043334462,1.1847723,6
490,Ptgds,0.466843243191128,2.1765094,6
491,Klf2,0.46263230183397747,0.76662725,6
492,Mag,0.4623960898071698,1.0575728,6
493,Mog,0.45830636780221184,1.0086776,6
494,Tac1,0.4547773480700714,0.90781724,6
495,Itm2a,0.45367602958113745,0.7978858,6
496,Car2,0.4521460746421971,1.0783846,6
497,Cldn11,0.450236794522452,1.3708773,6
498,Agt,0.4477377877779558,1.0046202,6
499,Mal,0.4434816527932273,1.8040847,6
500,Trf,0.44068456896728353,1.3073279,6
501,Gpr37l1,0.43823607865539116,1.024026,6
502,Slc4a4,0.43772860443283207,0.857978,6
503,Mobp,0.43749118724262226,0.9486662,6
504,Itih3,0.43636576548564665,0.8409246,6
505,S100a6,0.43495050193047086,0.8551495,6
506,Id3,0.43385510882826384,0.77845716,6
507,Gja1,0.4316113958644416,1.0098286,6
508,Slc6a11,0.43038765285991293,1.1732726,6
509,Ntsr2,0.4290405814672382,0.8711231,6
510,Cnp,0.42376467738378304,1.4895709,6
511,Slc1a3,0.4167264226853532,1.1021945,6
512,Plp1,0.4148545026310725,3.1599758,6
513,Gm3764,0.4141407446061908,0.9586542,6
514,Id2,0.4086608666169336,0.9238442,6
515,Plpp3,0.40751566009410717,1.1793197,6
516,Olig1,0.4028276748903001,1.0437342,6
517,Cd9,0.4001877644580441,0.9082438,6
518,Cryab,0.3977324448868733,1.4010133,6
519,Mt2,0.3916106165254416,0.9091662,6
520,Gng11,0.38947004546278075,0.9230212,6
521,Atp1b2,0.3886269332327424,0.85105145,6
522,Csrp1,0.387578240212366,0.8597677,6
523,Atp1a2,0.3865124740437933,1.5188777,6
524,Cck,0.3852850151187749,0.9710823,6
525,Gatm,0.3811590377814709,1.0224957,6
526,Selenop,0.37708337601620384,0.9983514,6
527,S100a16,0.3751508965009688,0.8178681,6
528,Mbp,0.3727279154810872,0.77824485,6
529,Qk,0.3712030824866056,1.1424413,6
530,Sparc,0.36644921501681804,0.9644831,6
531,Apoe,0.36554494074412414,1.7847772,6
532,Gpm6b,0.36496525714772365,0.8709005,6
533,Mt1,0.35871387372056845,1.0142866,6
534,Glul,0.352807970468676,1.01466,6
535,Dbi,0.351782175552939,0.9688972,6
536,Slc1a2,0.3497889357161824,0.9973056,6
537,Cst3,0.34944988307906394,1.4323392,6
538,Cartpt,0.34696282753830515,1.2150899,6
539,Tsc22d4,0.34504320309935893,0.8126579,6
540,Calb1,0.34153969265922923,1.0826212,6
541,Rprm,0.3396220768259531,1.2017837,6
542,Nnat,0.3340242936838591,1.4018054,6
543,Cd81,0.3104157452188155,0.86050665,6
544,Tmsb4x,0.3064243444614105,0.83851075,6
545,Ptprz1,0.2981305103585803,1.1008327,6
546,Malat1,0.28592752790053705,0.81421185,6
547,Ptn,0.2831475172227893,1.5059807,6
548,Zbtb20,0.2618684491836825,0.8377205,6
549,Ftl1,0.22099814445008192,0.93219936,6
550,Tac2,0.5561602360031143,1.4691563,7
551,Pmch,0.5169334662796478,1.253933,7
552,C1qb,0.4833886227914571,0.87487197,7
553,Cldn5,0.4832175026865747,1.1760495,7
554,Vtn,0.4804312694763864,1.141922,7
555,Rgs5,0.480173839594303,0.85850674,7
556,C1qa,0.47948193507105635,0.9151152,7
557,Ly6c1,0.4765143050409883,0.7521343,7
558,Klf2,0.475085366221162,0.7508346,7
559,Enpp2,0.46570257914094565,0.8422634,7
560,Slc6a11,0.4652208535539587,1.1157562,7
561,Itm2a,0.45898515501089693,0.7917169,7
562,Cldn11,0.4563415157927874,1.3948659,7
563,Mog,0.44890567248336044,1.0476639,7
564,Mag,0.4484114758650068,1.0978034,7
565,Mal,0.44217310757036227,1.8361107,7
566,Apod,0.44168512818172223,1.2267497,7
567,Aqp4,0.44109185817928503,0.7589898,7
568,Trf,0.4395187893459211,1.3154734,7
569,Agt,0.4355301073371796,1.0819541,7
570,S100a6,0.43536066954151376,0.8479858,7
571,Gm3764,0.4342096774618253,0.9318085,7
