,gene_name,AUROC,avg_diff,cluster_final
565,Ramp1,0.30055197483865836,0.7485457,4
566,Gpm6a,0.2949081577525662,0.78015476,4
567,Aldoc,0.2947819950665678,1.0132291,4
568,Tril,0.2940949929991052,0.837048,4
569,Gm3764,0.29238141405511653,1.2339853,4
570,Slc1a3,0.28889457755218567,1.2991514,4
571,Timp3,0.2883007578835101,0.7828535,4
572,Id2,0.28544770129143127,1.20025,4
573,Ndrg2,0.2841846784404547,0.86252254,4
574,Pitpnc1,0.2809718051699131,0.76791143,4
575,Apoe,0.28091858301330236,1.6664213,4
576,Ntrk2,0.27651126494931855,1.1763463,4
577,Gpr37l1,0.276335021086444,1.3140284,4
578,Ptprz1,0.27312354380689535,1.284049,4
579,Atp1b2,0.2675777950880661,1.3630893,4
580,Cpe,0.26317466499706144,1.0343761,4
581,Bcan,0.25669255531963314,1.1660103,4
582,Mt3,0.25423543667296256,1.0674872,4
583,Serpine2,0.2538508411543729,1.0174278,4
584,Marcks,0.2485343839561547,1.0485485,4
585,Sparcl1,0.23650861954638666,1.6136744,4
586,Zfp36l1,0.23439735766824835,0.84007597,4
587,Atp1a2,0.2275229745217684,1.8733288,4
588,Sparc,0.20862980692048574,1.1338272,4
589,Cst3,0.17044526528714837,2.1229572,4
590,Hcn2,0.9392485331703888,1.3079457,5
591,Fth1,0.9301596922450214,1.2819679,5
592,Qdpr,0.9279705352860401,1.3254201,5
593,Car2,0.9249777429549471,1.4011968,5
594,Aplp1,0.92395276907207,1.3241222,5
595,Gatm,0.923385255487881,1.1477089,5
596,Trf,0.9231177192360003,1.4511031,5
597,Sez6l2,0.9181000285810025,1.0223943,5
598,Hapln2,0.9160550085743007,0.9272071,5
599,Rnf7,0.914674620069777,0.93883395,5
600,Tubb4a,0.9121848698086059,1.2680314,5
601,Stmn4,0.911612839111952,1.1130348,5
602,Apod,0.9113233332676298,1.0828313,5
603,Ppp1r14a,0.9106872417032963,1.1332568,5
604,Pex5l,0.9100792794302196,1.0032151,5
605,Kctd13,0.9092331421362821,0.8978597,5
606,Plp1,0.9061773155539787,1.5667386,5
607,Tmem88b,0.9038813904821977,0.9729248,5
608,Desi1,0.9024527510036202,1.0089025,5
609,Tmem151a,0.901898788756825,0.9193572,5
610,Cryab,0.9004411986938154,1.2348807,5
611,Etv1,0.8992090536074481,0.9148029,5
612,Enpp2,0.8977301099218787,1.12503,5
613,Ermn,0.8965252728335927,1.0720241,5
614,Ugt8a,0.8961667783625382,1.0544245,5
615,Cntn2,0.8955138502881097,0.7914456,5
616,Mobp,0.8947946027897687,1.1535215,5
617,Mog,0.8925093545292676,1.212211,5
618,Ndrg1,0.8924744495693139,0.9196071,5
619,Mag,0.8919190500594617,1.1556618,5
620,Fa2h,0.8892633985768632,0.89722717,5
621,Syt11,0.8881341204607127,0.91290164,5
622,Gjb1,0.8874600440870177,0.77421445,5
623,Josd2,0.8869446826194654,0.8876497,5
624,Abca2,0.8863352830833318,0.8255261,5
625,Stmn1,0.8858480509070362,0.9245621,5
626,Cldn11,0.8852388566941964,1.2671798,5
627,Csrp1,0.885091845215803,0.86537457,5
628,Slain1,0.8841366812528335,0.8009921,5
629,Mal,0.8832211446855762,1.2019548,5
630,Tspan2,0.8823522165060218,1.049645,5
631,Sept4,0.8820257524688072,1.0613523,5
632,Ttll7,0.8798177057667922,0.84810454,5
633,Pacs2,0.8793202074258045,0.7286216,5
634,Elavl3,0.876710959007615,0.8364738,5
635,Efnb3,0.8752001902114994,0.786875,5
636,Epb41l3,0.8748975436763712,0.72928643,5
637,Litaf,0.8728492384969678,0.72951305,5
638,Gsn,0.8724082040617874,0.93020993,5
639,Kif1b,0.8721123331953562,0.77677476,5
640,Cnp,0.870828035992352,1.1072981,5
641,Atp1b3,0.8707535036366862,0.7980447,5
642,Opalin,0.8689353658696838,0.86746895,5
643,Slc48a1,0.8688912213615069,0.75799793,5
644,Slc12a2,0.8626060700136006,0.7634119,5
645,Anln,0.8617646551554213,0.7200318,5
646,Tmeff2,0.8613143811720182,0.7567288,5
647,Glul,0.8612265028022524,0.81620455,5
648,Edil3,0.8602095365278353,0.7035074,5
649,Ptprd,0.8595182129974571,0.7740091,5
650,Gng11,0.8595173917042819,0.833864,5
651,Gjc3,0.8581220145993076,0.77804655,5
652,Mapt,0.8572428202550609,0.7358784,5
653,Scd2,0.8571818392367888,0.74425304,5
654,Aspa,0.8568639987779157,0.8411654,5
655,Rtn4,0.8567364930124378,0.74275684,5
656,Pdlim2,0.8548885833678277,0.7730101,5
657,Ywhaq,0.8541849404398189,0.7512274,5
658,Sec11c,0.8533264837482507,0.8153496,5
659,Sept7,0.8483681315251743,0.77105415,5
660,Sept8,0.8440380685812654,0.7117937,5
661,Mbp,0.8429987220678191,0.797971,5
662,Grb14,0.8423640677665425,0.73180103,5
663,App,0.8414039760445208,0.7461821,5
664,Cmtm5,0.8397221729446317,0.721557,5
665,Bin1,0.8392768267202806,0.7280121,5
666,Gpm6b,0.8316539941129706,0.755579,5
667,Slc38a2,0.8315398343615925,0.719341,5
668,Fez1,0.8231236325468629,0.80100226,5
669,Serpinb1a,0.8069324535640837,0.8212468,5
670,S100a6,0.47407362236282763,0.77292585,5
671,Cldn5,0.4577054547007536,1.4109933,5
672,C1qc,0.4567821158483301,0.91814744,5
673,C1qb,0.4557019099994086,1.0738665,5
674,Vtn,0.45566022937075806,1.358431,5
675,C1qa,0.4539463958370291,1.1130686,5
676,Ly6c1,0.4493787738421408,0.9261887,5
677,Rgs5,0.44928719965308583,1.0558934,5
678,Hexb,0.4460905212912043,0.90800905,5
679,Flt1,0.44185901352834117,0.84687257,5
680,Itm2a,0.42404393261453754,1.0024372,5
681,Cxcl12,0.4226547152083785,0.75187016,5
682,Spock2,0.41921370212682085,0.7140977,5
683,Klf2,0.4097657507605175,0.95328677,5
684,6330403K07Rik,0.4085274459753349,1.1720347,5
685,Igfbp7,0.40465730720963994,1.058246,5
686,Itih3,0.40323421145999644,0.91638196,5
687,Meg3,0.4005095713506659,0.7403984,5
688,Fos,0.3986464677823113,0.7041196,5
689,Id1,0.3938511422545483,0.7097374,5
690,Ctsd,0.3930066475469616,0.7404357,5
691,Pltp,0.3887603565069415,0.7435414,5
692,Htra1,0.38116585851418205,0.77156234,5
693,Mt1,0.3714390781148365,0.7826508,5
694,Aqp4,0.37015108509254324,0.90894985,5
695,Gjb6,0.36582738717074353,0.750672,5
696,Slc6a1,0.3626793704295035,0.78902185,5
697,Slc7a10,0.3620586781122084,0.75254726,5
698,Slc1a3,0.35966707238549545,1.1406475,5
699,Agt,0.35672047779551763,1.2805206,5
700,Cldn10,0.3526536393143188,0.7692316,5
701,Slc7a11,0.35231957831523203,0.7853109,5
702,Ntsr2,0.34998340987785725,1.0772738,5
703,Xist,0.34984173680510383,0.7397058,5
704,Slc6a11,0.3480806789137905,1.4928254,5
705,Slc4a4,0.3479691883652324,1.1024241,5
706,Fgfr3,0.3458122671633848,0.7189011,5
707,Cspg5,0.3449137724295167,1.0135301,5
708,Fabp7,0.33800464359161364,0.7836644,5
709,Ednrb,0.33718170782988066,0.8359291,5
710,F3,0.33668995854112055,0.83727485,5
711,Tmem47,0.33521820117083556,0.74362624,5
712,Slc1a2,0.33356842850478646,1.1515884,5
713,Gpm6a,0.3250407361414989,0.7132436,5
714,Nkain4,0.3248091314660411,0.83584565,5
715,Gja1,0.3202677908527651,1.2418964,5
716,Clu,0.31625700563078596,1.2062743,5
717,Bsg,0.3156718342433262,1.596148,5
718,Mt2,0.31563508137372787,1.0902452,5
719,Aldoc,0.3095012532933856,0.9816199,5
720,Id3,0.3093265231703231,0.99751234,5
721,Plpp3,0.3071880810649215,1.2680037,5
722,Gm3764,0.3040016688677324,1.2047595,5
723,Ndrg2,0.30288204094639254,0.8157262,5
724,Tril,0.30248679360573977,0.81675845,5
725,Nrxn1,0.30219297597224687,0.8057418,5
726,S1pr1,0.3013571048430016,0.90750134,5
727,Ramp1,0.29813291315974483,0.75133264,5
728,Ttyh1,0.29759907259574636,0.88569003,5
729,Pitpnc1,0.29422540555457,0.74542505,5
730,Atp1b2,0.293524842475969,1.2916753,5
731,Gpr37l1,0.28566527211085485,1.279138,5
732,Ntrk2,0.28062253201400794,1.1714644,5
733,Id2,0.2799398320619714,1.2085212,5
734,Timp3,0.2797825544188858,0.80587494,5
735,Tsc22d1,0.27897871372348043,0.95052296,5
736,Nnat,0.2788664018817469,1.8713734,5
737,Cpe,0.27858901011176157,0.9995662,5
738,Ptprz1,0.27729157221795153,1.2816695,5
739,Mt3,0.2737990229896386,1.0081594,5
740,Serpine2,0.2702925117773441,0.9706092,5
741,Bcan,0.2683971724518558,1.1357013,5
742,Atp1a2,0.2648177714702462,1.7209895,5
743,Sparcl1,0.26002326723565855,1.5281069,5
744,Marcks,0.24919677527447615,1.0602648,5
745,Zfp36l1,0.22795012615063176,0.85712266,5
746,Sparc,0.22730582165454435,1.0876949,5
747,Apoe,0.20853064901871887,2.1020722,5
748,Cst3,0.16357223930512027,2.2202597,5
749,Fth1,0.9664102798192359,1.5123994,6
750,Hapln2,0.9663632058246223,1.2608478,6
751,Trf,0.9540800314967819,1.7418736,6
752,Ugt8a,0.9499877322317067,1.3625042,6
753,Pmp22,0.9450615100196286,1.1390399,6
754,Cpox,0.9405438330214086,1.0084621,6
755,Anln,0.9405221504541927,1.0968096,6
756,Apod,0.9400919226731181,1.4715422,6
757,Gjb1,0.9394277514036609,1.0326996,6
758,Etv1,0.930483121833204,1.0128335,6
759,Plp1,0.925569737983293,1.5886087,6
760,Tmem151a,0.9247509357739536,1.0270349,6
761,Aplp1,0.9226080704797553,1.3042469,6
762,Hcn2,0.9219744259825626,1.1477258,6
763,Gsn,0.9216138106541288,1.2804863,6
764,Stmn4,0.9205955858857898,1.1505316,6
765,Ermn,0.9191588305107956,1.2101102,6
766,Pacs2,0.9163811795316564,0.8731254,6
767,Enpp6,0.9152525448486785,0.79995203,6
768,Ppp1r14a,0.912451499520701,1.1500933,6
769,Mobp,0.9123447984662438,1.2464888,6
770,Sez6l2,0.910166271054914,0.99992865,6
771,Fa2h,0.9087044095494593,0.9712503,6
772,Stmn1,0.9054471744191355,0.9869102,6
773,Car2,0.904142511525996,1.2633598,6
774,Kctd13,0.9017514378965628,0.8580612,6
775,Gatm,0.9005246610672389,1.0431868,6
776,Ndrg1,0.9004547633176609,0.9318636,6
777,Mag,0.8970580179851187,1.205771,6
778,Slco3a1,0.895399301593098,0.78728485,6
779,Mog,0.8940880768704067,1.2258042,6
780,Tubb4a,0.8929899689596932,1.173444,6
781,Tmem88b,0.8920148240288492,0.90988266,6
782,Gltp,0.8884991098735564,0.7756134,6
783,Elavl3,0.8877134021089149,0.8903608,6
784,Map7,0.8856461405030355,0.7114241,6
785,Cntn2,0.885040455105674,0.7179117,6
786,Sccpdh,0.8835195371342494,0.7301688,6
787,Cmtm5,0.8827021614095951,0.838708,6
788,Klk6,0.8822539599214863,1.337825,6
789,Sept8,0.8822328479481444,0.8074735,6
790,Abca2,0.882005466289314,0.79276836,6
791,Kif1b,0.8808351782535262,0.77463603,6
792,Pdlim2,0.8802717168028482,0.84646976,6
793,Slain1,0.8790440840827133,0.7463738,6
794,Enpp2,0.8788657734970557,1.0296273,6
795,Rnf7,0.8779804971013832,0.7891047,6
796,Gng11,0.8779571027525448,0.8747059,6
797,Slc48a1,0.8779337084037065,0.7582791,6
798,Ptp4a1,0.8763463162459488,0.7340831,6
799,Josd2,0.8759075295567628,0.86377954,6
800,Efnb3,0.8750930068014791,0.7588775,6
801,Rtn4,0.8730576984525494,0.7777126,6
802,Fez1,0.8729261765645684,0.98225594,6
803,Tppp3,0.8727221892545762,0.77287006,6
804,Sec11c,0.8719147989227188,0.9655534,6
805,Ap2a1,0.8694960514903912,0.74491185,6
806,Gpm6b,0.8693648148993471,0.86548126,6
807,Epb41l3,0.8681414616332678,0.7194009,6
808,Secisbp2l,0.8658177180809787,0.72438043,6
809,Fkbp1a,0.8648502761674352,0.75082374,6
810,Serpinb1a,0.8631972657141556,0.9648989,6
811,Aspa,0.8610606769525724,0.8118013,6
812,Shisa4,0.860862395581321,0.7072701,6
813,Scd2,0.8585363696535354,0.7400255,6
814,Tmeff2,0.8580533619391063,0.7092644,6
815,Slc12a2,0.8578411010179396,0.7559878,6
816,Cnp,0.8573640845391883,1.0324256,6
817,Sept7,0.854135664399507,0.7839068,6
818,Cryab,0.8517956589218059,0.99308693,6
819,Mal,0.8493806203496599,0.898926,6
820,Cldn11,0.8490936116309855,1.10002,6
821,S100b,0.8484725201990231,1.0963392,6
822,Ptprd,0.8406000365180079,0.73331285,6
823,Mbp,0.835934005112521,0.7571428,6
824,Syt11,0.8312519970785592,0.72739625,6
825,Qdpr,0.8285151435614186,0.76359034,6
826,Sept4,0.8108549778609577,0.75590825,6
827,Gfap,0.49661780481124757,0.70768434,6
828,Hexb,0.4770544232437121,0.8812126,6
829,Ptgds,0.47265828274067656,2.239157,6
830,C1qc,0.4681948121604967,0.89894336,6
831,Ly6c1,0.4675591705847446,0.89847463,6
832,C1qa,0.46669785913178435,1.0906907,6
833,C1qb,0.4577218468982517,1.0643384,6
834,Vtn,0.45761771351622765,1.3449801,6
835,Rgs5,0.4529676587392158,1.0104393,6
836,Cldn5,0.4481250285296937,1.4002249,6
837,Flt1,0.4385721458894417,0.8359879,6
838,Cxcl12,0.42709465011183634,0.7359493,6
839,Itm2a,0.4259186561373077,0.9841969,6
840,Spock2,0.4188518510065276,0.72369266,6
841,Itih3,0.4154282877619026,0.90047073,6
842,Klf2,0.41099049390605746,0.93648434,6
843,Igfbp7,0.41091888437485735,1.0409278,6
844,Fos,0.3985198794905739,0.7088121,6
845,Id1,0.39336827269822433,0.7018008,6
846,Slc1a3,0.38912419546263743,1.0739142,6
847,Pltp,0.3872010088099694,0.73275864,6
848,Ctsd,0.3849328981604053,0.76848435,6
849,Slc6a1,0.37982094764230606,0.7760184,6
850,Cldn10,0.3784700666453644,0.7390764,6
851,Prdx6,0.3775000570593874,0.72445816,6
852,Agt,0.37439260282101616,1.2584469,6
853,6330403K07Rik,0.3737387022412928,1.2694234,6
854,Cd9,0.3698090222303373,0.76309264,6
855,Meg3,0.368350013694253,0.8668802,6
856,Slc7a10,0.3650790843109509,0.745268,6
857,Fgfr3,0.35923277947687965,0.7093226,6
858,Fabp7,0.3568317204546492,0.758952,6
859,Slc4a4,0.356074542383713,1.0954834,6
860,B2m,0.35350715524718135,0.70199513,6
861,Ntsr2,0.35268350298991186,1.0998635,6
862,Aqp4,0.3501871547907061,0.9492507,6
863,Gjb6,0.3491811977906605,0.7730672,6
864,Cspg5,0.34905281416898704,1.0138996,6
865,Slc7a11,0.3488881978363081,0.7868573,6
866,Bsg,0.34713419226731185,1.5061117,6
867,F3,0.3441942073309901,0.82481056,6
868,Tmem47,0.33640075090153826,0.7547195,6
869,Slc6a11,0.3338056899621126,1.5404866,6
870,Ednrb,0.33031222896790985,0.8497263,6
871,Htra1,0.3236180216369197,0.88432705,6
872,Nkain4,0.3166485027616744,0.8483495,6
873,Id3,0.3127898616880449,0.9991729,6
874,Clu,0.31116680741315556,1.2405851,6
875,Gja1,0.31049664490802026,1.268737,6
876,Gpm6a,0.3074257086775916,0.76598334,6
877,Tril,0.3069244419591911,0.8166726,6
878,Gm3764,0.3064206075683571,1.2112058,6
879,Gpr37l1,0.2999689026338613,1.2806641,6
880,Nrxn1,0.2994197060300361,0.8270208,6
881,Aldoc,0.29881002647555577,1.0118359,6
882,Id2,0.29586405030355595,1.1955471,6
883,S1pr1,0.29538047199525264,0.91086686,6
884,Mt2,0.29458306705619214,1.1502708,6
885,Slc1a2,0.2926741452503766,1.2954168,6
886,Mt1,0.2920350801113799,0.98132324,6
887,Pitpnc1,0.29063712511982476,0.75725985,6
888,Plpp3,0.2878349386040992,1.3387926,6
889,Ramp1,0.28475629935637015,0.7937166,6
890,Tsc22d1,0.27770176199388324,0.9777924,6
891,Nnat,0.274572910485233,1.9077122,6
892,Atp1b2,0.2723524444241566,1.3688114,6
893,Ptprz1,0.2683916670470626,1.3051214,6
894,Ndrg2,0.2674336399324416,0.91806734,6
895,Bcan,0.2671549048249418,1.1502651,6
896,Ntrk2,0.2652690920710275,1.2275866,6
897,Timp3,0.261656662254074,0.84625226,6
898,Cpe,0.2549721550189437,1.0712512,6
899,Marcks,0.25078428127995617,1.053301,6
900,Serpine2,0.24876124069931985,1.0403929,6
901,Cd63,0.2479618386816999,0.80670583,6
902,Mt3,0.24475823937554209,1.0981383,6
903,Ttyh1,0.24193922034053042,1.0355237,6
904,Sparcl1,0.2356949262792715,1.640928,6
905,Zfp36l1,0.23270900853608434,0.8517018,6
906,Atp1a2,0.23234468434746886,1.8857622,6
907,Sparc,0.19085195371342492,1.2222586,6
908,Apoe,0.1551901218788515,2.3720167,6
909,Cst3,0.14726970831241154,2.3071022,6
910,Atp1a2,0.9471449508113696,1.4667804,7
911,Htra1,0.9288152365757019,1.3783152,7
912,Atp1b2,0.9257196467024483,1.3219842,7
913,Gm3764,0.9257075090009386,1.3987439,7
914,Slc7a10,0.9164769059999275,1.2549355,7
915,Mt1,0.9161026602033803,1.1279957,7
916,Gpr37l1,0.9160385207806971,1.2697496,7
917,Tril,0.9062574373171015,1.1704621,7
918,Gja1,0.9062498215043897,1.2371243,7
919,Id2,0.9062381597911744,1.3010265,7
920,Slc1a2,0.9060621631192846,1.1855259,7
921,Plpp3,0.8971840294503477,1.191538,7
922,Slc6a11,0.8946294002737883,1.2596612,7
923,Slc6a1,0.8937375172069768,1.0980043,7
924,Mt2,0.891312832834815,1.1724128,7
925,S1pr1,0.8828889109959008,1.0636494,7
926,F3,0.8825106192988503,1.2206619,7
927,Slc4a4,0.8806105930242962,1.1307672,7
928,Acsl3,0.8802207586111042,1.0693231,7
929,Aldoc,0.8767824571658134,0.98412156,7
930,Gjb6,0.8745294855708908,1.0238639,7
931,Fgfr3,0.8705269000024751,0.9912948,7
932,Ntsr2,0.868401374273404,1.0070906,7
933,Aqp4,0.8636276876679049,0.9704408,7
934,Cldn10,0.8616097352933898,1.0277317,7
935,Bcan,0.8553466813144132,0.9305794,7
936,Agt,0.8507508953339818,1.1002704,7
937,Enho,0.8500402448102994,0.872491,7
938,Ndrg2,0.8425146318801728,0.767841,7
939,Prnp,0.8403450772338608,0.760412,7
940,Mt3,0.8368469202605369,0.7701061,7
941,Msmo1,0.8350330478672868,0.9090266,7
942,Btbd17,0.8333443603954892,0.9392793,7
943,Camk2g,0.8284939206775026,0.8441531,7
944,Ednrb,0.82828400983963,0.9156983,7
945,Acsl6,0.8278806097600448,0.83586884,7
946,Sparcl1,0.8254255811341088,0.7840383,7
947,Clu,0.8225980916677296,0.7581408,7
948,Slc39a12,0.8221236503351909,0.83884573,7
949,Lgi1,0.8119826007238831,0.82851917,7
950,Paqr7,0.8107132589395363,0.7764641,7
951,Trim9,0.8068360962867202,0.79453844,7
952,Cxcl14,0.806533605725568,0.7934917,7
953,Ckb,0.8057302564815326,0.7376995,7
954,Gabrb1,0.8036301961262169,0.8164233,7
955,Ntm,0.8030047475072493,0.7514452,7
956,Etnppl,0.7940784200234949,0.85744065,7
957,Fut9,0.7916426689234858,0.75800776,7
958,Lfng,0.7913388693945238,0.73282564,7
959,Ptch1,0.7887139129474527,0.7959571,7
960,Sox9,0.785758144635707,0.72737396,7
961,Lrig1,0.7851561384402433,0.7015851,7
962,Pitpnc1,0.7828281986889379,0.7096529,7
963,Kcnn2,0.7823926693994742,0.7375104,7
964,Pla2g7,0.7789078400983963,0.82560325,7
965,Acsbg1,0.7766703381230449,0.7093352,7
966,Fam181b,0.775494052050272,0.72592175,7
967,Phkg1,0.7754909581263577,0.7484973,7
968,Sat1,0.7613811181155431,0.7465771,7
969,Hexb,0.47298695030491805,0.80209607,7
970,6330403K07Rik,0.47222834396056534,0.9241896,7
971,C1qc,0.46856323409294726,0.8918079,7
972,Car2,0.46752331866654734,0.8496538,7
973,C1qa,0.4627610557801162,1.0813076,7
974,C1qb,0.46256958948865534,1.0508043,7
975,Vtn,0.44844320888460715,1.4034674,7
976,Nnat,0.4449950306822055,1.326377,7
977,Rgs5,0.4425442859509199,1.0812123,7
978,Aplp1,0.43941478191168326,0.9281457,7
979,Slco1a4,0.43739587756057907,0.7255355,7
980,Cldn5,0.4369142964036228,1.4665443,7
981,Ly6c1,0.434527572097947,0.9723648,7
982,Flt1,0.4326405165044181,0.8789752,7
983,Bsg,0.42791811763765103,1.3538302,7
984,Itm2a,0.4209428661730351,1.0218099,7
985,Cxcl12,0.4162784188811229,0.7822808,7
986,Klf2,0.40524953210350645,0.9825957,7
987,Pltp,0.40521526094630284,0.70019966,7
988,S100a6,0.39727137330238765,0.8846183,7
989,Igfbp7,0.3955760219944671,1.0994464,7
990,Junb,0.39488560097330083,0.70316136,7
991,Fos,0.3923683368778595,0.71502125,7
992,Plp1,0.39102366994590865,3.2540853,7
993,Cnp,0.3811674993288565,1.3499737,7
994,Mobp,0.37737422961294537,0.95855296,7
995,Opalin,0.36335399439856975,0.8855927,7
996,Ptgds,0.35565250379362673,2.604633,7
997,Ermn,0.35409304714378464,0.8509717,7
998,Cryab,0.34753535641051514,1.2927419,7
999,Mog,0.34734924498736724,1.2930043,7
1000,Stmn4,0.34313722456937334,0.78347206,7
1001,Cldn11,0.34109856670404765,1.7040808,7
1002,Mag,0.3399872530334734,1.386214,7
1003,Grb14,0.33645208797025267,0.804126,7
1004,Apod,0.3346661798893041,1.4752578,7
1005,Qdpr,0.3341782918874459,1.0332392,7
1006,Ppp1r14a,0.33388734404243525,0.9197413,7
1007,Mal,0.3242021722201808,2.1295457,7
1008,Tspan2,0.32405568682254976,1.1916442,7
1009,Ugt8a,0.3237451044603911,0.94374776,7
1010,Tubb4a,0.3218077131047193,1.1911464,7
1011,Gsn,0.31999134177292315,0.8232114,7
1012,Sept4,0.31515779963939133,1.1248324,7
1013,Trf,0.3110262212431672,1.6030048,7
1014,Ndrg1,0.30618553928521786,0.7481915,7
1015,Cd9,0.3000367224969203,0.89053416,7
1016,Fth1,0.29329744222930065,1.1966133,7
1017,Slc6a6,0.28759522145831395,0.77394265,7
1018,Enpp2,0.28557239020378017,1.208796,7
1019,Hsp90aa1,0.27899982483630753,0.7225335,7
1020,Gatm,0.27807759751572186,1.0511341,7
1021,Ywhaq,0.27723509823446424,0.72038954,7
1022,Tuba1a,0.27122443704864413,0.72420096,7
1023,Jun,0.270554840515362,0.883188,7
1024,Pllp,0.26452537779190943,0.90079254,7
1025,Actb,0.24527867210689552,0.8376379,7
1026,Jund,0.23032883175336955,0.7157101,7
1027,App,0.21966705094788305,0.9734658,7
1028,Ftl1,0.1996034303524408,0.82697153,7
1029,Eef1a1,0.17986467176799187,0.70276904,7
1030,Ptma,0.16782895075044316,0.96655774,7
1031,Tpt1,0.16219229736702317,0.947479,7
1032,Tmsb4x,0.12850386883285767,1.6135254,7
1033,Slc1a3,0.9628053873573269,1.6114852,8
1034,Itih3,0.9434058459943029,1.5933843,8
1035,Slc6a11,0.9306229131909115,1.5144255,8
1036,Sparcl1,0.9244141747897191,1.3419209,8
1037,Ntsr2,0.9159058514181081,1.2849782,8
1038,Plpp3,0.9130173496683885,1.2980266,8
1039,Slc4a4,0.9080537000114985,1.3075539,8
1040,Slc1a2,0.9030392835370152,1.2166759,8
1041,Apoe,0.9024026372710884,1.3733754,8
1042,Clu,0.9005737301244656,1.273657,8
1043,Agt,0.898117180228711,1.4068363,8
1044,Gja1,0.8954128709069252,1.1792908,8
1045,Ttyh1,0.8916101325361064,1.0110223,8
1046,Ndrg2,0.8876675684646942,0.9621353,8
1047,Atp1b2,0.8858933332754794,1.0802454,8
1048,Ntrk2,0.8834376511885729,1.0124022,8
1049,Cst3,0.8802105955121267,1.053118,8
1050,Nkain4,0.8771906207219736,1.1403456,8
1051,Ednrb,0.8728155624160666,1.0620462,8
1052,Aldoc,0.8676680457595607,0.9828644,8
1053,Gpr37l1,0.861987694470539,0.9793861,8
1054,Gm3764,0.8601266783965495,0.9758681,8
1055,Fgfr3,0.8578125576279313,0.95027155,8
1056,Slc6a1,0.8558866728425729,0.9082189,8
1057,Gpld1,0.8536579227693517,0.9308524,8
1058,Cldn10,0.8527614762296309,1.0008878,8
1059,Mmd2,0.8495972282185403,0.8972714,8
1060,Ptch1,0.8442182235518982,0.9323779,8
1061,Gjb6,0.8440170003753273,0.92677075,8
1062,Slc7a11,0.8414643406496852,1.009656,8
1063,Cpe,0.8411977063812153,0.78931785,8
1064,Mt1,0.8408056737342465,0.79310894,8
1065,S1pr1,0.8386450466555733,0.833318,8
1066,2310022B05Rik,0.8372880105699119,0.8643394,8
1067,Gpm6a,0.8343720643653822,0.8703966,8
1068,Atp1a2,0.8328461309827284,0.8648739,8
1069,Bcan,0.8318138723583358,0.8155061,8
1070,Slc7a10,0.831628486693236,0.8438123,8
1071,Id2,0.830951378839783,0.8557925,8
1072,Igsf1,0.8245457563062583,0.9160801,8
1073,Ntm,0.8227870332001969,0.7897968,8
1074,Acsl3,0.8220428871132555,0.8228836,8
1075,Acsl6,0.8200241467811885,0.8306134,8
1076,Enho,0.815807789018313,0.74435127,8
1077,Mlc1,0.8143097339948929,0.82443136,8
1078,Mt2,0.8071718977460834,0.7467797,8
1079,F3,0.8069337926934834,0.841699,8
1080,Tmem47,0.8062675324506271,0.7905652,8
1081,Htra1,0.797852173101831,0.72509545,8
1082,Fam213a,0.7760509707526724,0.7151953,8
1083,Scg3,0.774244192731667,0.7285714,8
1084,Pla2g7,0.7680841601020544,0.7766719,8
1085,Gabbr2,0.7649921571775385,0.7253478,8
1086,Hes5,0.7457427467451746,0.9375079,8
1087,6330403K07Rik,0.5137665941323104,0.8315887,8
1088,Bsg,0.5071720062221895,1.2157202,8
1089,Cnp,0.4849095634704544,1.0392413,8
1090,Hexb,0.4679729720934369,0.83264804,8
1091,C1qc,0.4547957286448514,0.94122374,8
1092,Vtn,0.4542611583946404,1.3950288,8
1093,C1qb,0.4525726193291404,1.0899265,8
1094,C1qa,0.4486009836613289,1.1549411,8
1095,Rgs5,0.4390281842618527,1.0590239,8
1096,Cldn5,0.4382204711768139,1.4773802,8
1097,Ly6c1,0.4375819808170855,0.9715258,8
1098,Slco1a4,0.4341764819463217,0.7415137,8
1099,Flt1,0.432517665333857,0.88520676,8
1100,Itm2a,0.42422314836710917,1.0180972,8
1101,Car2,0.42040142667774566,0.98742145,8
1102,Cxcl12,0.4152584660176903,0.79160047,8
1103,Klf2,0.40500953504971454,0.981346,8
1104,Igfbp7,0.39677402908461357,1.1015103,8
1105,Junb,0.3963542265545168,0.70047104,8
1106,Aplp1,0.39436857143477005,1.0401726,8
1107,Ptgds,0.36354421811507576,2.505722,8
1108,Opalin,0.3610165078938063,0.8979221,8
1109,Mobp,0.35942603122810135,1.0516484,8
1110,Olig1,0.358967502728174,0.76451313,8
1111,Ermn,0.3554364970028052,0.8532943,8
1112,Gsn,0.34562353150471553,0.75626314,8
1113,Plp1,0.3431549407611985,3.4019308,8
1114,Mog,0.3415210736531064,1.3142036,8
1115,Desi1,0.3383471712685847,0.7145008,8
1116,Mag,0.3369386090325884,1.3902632,8
1117,Qdpr,0.3364040387823774,1.0301301,8
1118,Cldn11,0.33361739609616187,1.7317845,8
1119,Ppp1r14a,0.3312519661294207,0.9263186,8
1120,Apod,0.33067281219965683,1.4652883,8
1121,Stmn4,0.32885377637867713,0.825455,8
1122,Grb14,0.3276801733882077,0.8348328,8
1123,Cryab,0.32703593379486307,1.3539379,8
1124,Ugt8a,0.3221276069520167,0.9455645,8
1125,Tubb4a,0.3206158839392446,1.178586,8
1126,Tspan2,0.31953990944414673,1.2065045,8
