,gene_name,AUROC,avg_diff,cluster_final
70,C1qb,0.46386078430069955,1.0010462,1
71,C1qa,0.4627802616107195,1.0617648,1
72,Vtn,0.4537609032146629,1.3622868,1
73,Atp1b2,0.4513429305980908,0.72647417,1
74,Rgs5,0.4490415468115778,0.9964934,1
75,Itm2a,0.4428055391319945,0.970364,1
76,Cldn5,0.4425389792000213,1.4201134,1
77,Ly6c1,0.44251871732357223,0.933247,1
78,Flt1,0.43586684293391975,0.8439439,1
79,Tspan2,0.42529977612287345,0.91565055,1
80,Klf2,0.4214357366354656,0.92370754,1
81,Cxcl12,0.41991842103514937,0.75869375,1
82,Tubb4a,0.4063220376140146,0.9393092,1
83,Igfbp7,0.4007008616279919,1.0675673,1
84,Aplp1,0.39443180383846305,1.0539935,1
85,Slc1a3,0.3914280636953677,0.92786825,1
86,Pltp,0.3834432235648945,0.7416253,1
87,Slc4a4,0.382901467491314,0.91585016,1
88,Grb14,0.3806351267862007,0.7042408,1
89,Plp1,0.3762260096061224,3.2854033,1
90,Mobp,0.37553129297344695,1.0271349,1
91,Opalin,0.3698016661241355,0.8617885,1
92,Ptgds,0.36860040258023374,2.5001316,1
93,Ermn,0.36234562775279183,0.82662946,1
94,Qdpr,0.358964053438208,0.9777188,1
95,Tmsb4x,0.354125949152655,0.8676443,1
96,Mog,0.35341396010071147,1.2640214,1
97,Ntsr2,0.3525008470128679,0.98659277,1
98,Mag,0.34424562708846795,1.3610227,1
99,Slc6a11,0.3426891163828896,1.3725522,1
100,Cldn11,0.3413348922798929,1.7078118,1
101,Ppp1r14a,0.3407873233729049,0.8984107,1
102,Cst3,0.33993781929063505,1.5354486,1
103,Gjb6,0.3398984581044184,0.7576926,1
104,Acsl3,0.337729939081506,0.7076491,1
105,Aqp4,0.3371272312976237,0.92972064,1
106,Slc7a11,0.3365552484903242,0.8034612,1
107,Prdx6,0.3364765261178909,0.7151666,1
108,Apod,0.3328312152475603,1.4828732,1
109,Agt,0.3306205116622047,1.2767913,1
110,Gng11,0.32907678919012284,0.71879786,1
111,Sparcl1,0.3288819762304938,1.2206123,1
112,Mal,0.32456935208498033,2.1316824,1
113,Mt2,0.32161543622823513,0.94865793,1
114,Trf,0.3156831906144331,1.5912337,1
115,Ndrg1,0.31109171654631335,0.7372378,1
116,Cnp,0.30745205242843565,1.5910206,1
117,Sept4,0.3041928797773187,1.1713394,1
118,Scd2,0.30072892930930256,0.778532,1
119,Itih3,0.2959016202857921,1.0661175,1
120,Gja1,0.28976725415036303,1.2453135,1
121,Fabp5,0.2884299703047254,0.7817322,1
122,S1pr1,0.28831421187943845,0.8991219,1
123,Sparc,0.2879044901646859,0.8312534,1
124,Mt1,0.28085535013186824,1.0283695,1
125,Car2,0.2783802456669479,1.4051135,1
126,Csrp1,0.2144581774940377,1.0257016,1
127,Fth1,0.1762190342060334,1.4781992,1
128,Selenop,0.17332640222149887,1.1832101,1
129,Glul,0.17035471570262212,1.2165781,1
130,Tnr,0.9687098674073986,1.767772,2
131,Fyn,0.9626987328015227,2.1505504,2
132,Dynll2,0.9510494171967052,1.576765,2
133,Gpr17,0.9468629707695501,2.093097,2
134,Sirt2,0.9394038986308721,2.049096,2
135,Tuba1a,0.9341095606066487,1.6594119,2
136,Pfn2,0.9318051798362041,1.4353741,2
137,Bcas1,0.9314233664716396,1.5785537,2
138,Opcml,0.9310757264579363,1.4115424,2
139,Mpzl1,0.9282996690669578,1.4667993,2
140,9530059O14Rik,0.9233508615903349,1.4708747,2
141,Enpp6,0.9204402202620127,1.7722919,2
142,Map1b,0.910862400369916,1.2512469,2
143,1810041L15Rik,0.9075766959685571,0.8628672,2
144,S100b,0.9048871266877838,1.3257363,2
145,Slc44a1,0.9028860871428885,1.1688011,2
146,Lims2,0.897138213906613,1.5460825,2
147,Rnd2,0.8933377997762277,1.387419,2
148,Rtn1,0.8912625070245221,1.0542681,2
149,Tmem108,0.8904858016055568,1.7614689,2
150,9630013A20Rik,0.8899002138154841,1.6790559,2
151,Tns3,0.8893310798610116,1.2765434,2
152,Dynll1,0.8891640101456881,1.0804245,2
153,Slc1a1,0.8887775559556979,0.93078107,2
154,Trio,0.8839764111062546,0.8793415,2
155,Epb41l2,0.8829292721329401,1.2010758,2
156,Mycl,0.8822154288038315,0.88091016,2
157,Nav1,0.8813674234305995,0.81148255,2
158,Cyfip2,0.8811412886644042,0.8562535,2
159,Ptpre,0.8808413225846191,0.9361268,2
160,Col9a3,0.8803126903793158,1.0902681,2
161,Sox4,0.8768177269405821,1.2338185,2
162,Thra,0.8727300035270273,0.8977093,2
163,Arsb,0.8714774025553229,0.7926215,2
164,4430402I18Rik,0.8673837726366806,0.84645915,2
165,Dusp15,0.8666509441126489,0.9353441,2
166,Pak4,0.8645431655829637,0.82799876,2
167,Igsf9b,0.8626497088092991,0.9329091,2
168,Ust,0.8621126387395857,0.8351979,2
169,Sema5a,0.8605528995033473,0.92395854,2
170,Cdk14,0.8589885194416834,0.7800264,2
171,Ppfibp1,0.8578915970683483,0.8450544,2
172,Slc22a23,0.857488689042758,0.7206031,2
173,Bmp4,0.8574549375851169,1.4557291,2
174,Neu4,0.8556150612504577,1.0020869,2
175,Itpr2,0.8528613642001663,0.8224462,2
176,Pdcd4,0.8527942831781048,1.2892543,2
177,Marcks,0.847272122814804,1.1387639,2
178,Rap2a,0.8442247880830354,0.75535893,2
179,Nfasc,0.8425389027738635,1.733537,2
180,Sox10,0.8393169042488022,0.7149797,2
181,Gltp,0.8372563777598144,0.85239536,2
182,Gria2,0.8345824185282003,0.9458359,2
183,Scrg1,0.8301436799551779,0.7302816,2
184,Sox8,0.8282291285204879,0.9406643,2
185,Frmd4a,0.8222669335281918,1.8716536,2
186,Gjc3,0.8204152441833581,1.0623059,2
187,Lcorl,0.8197828262458086,0.79439807,2
188,Cd9,0.818579586780904,1.7685311,2
189,Traf4,0.8139640749484868,0.7051501,2
190,Tcf7l2,0.8108159077370153,1.0224695,2
191,Pim3,0.8087034883819044,0.7003405,2
192,Rasgef1b,0.8072234869643433,0.7920157,2
193,Zeb2,0.8057785026840848,0.7001229,2
194,Bfsp2,0.8051418658143298,0.85428005,2
195,Tmem163,0.8000243010495016,0.88878465,2
196,S100a1,0.7988991118303923,0.8082682,2
197,Tubb2b,0.7938642381367845,1.1592512,2
198,Ss18l2,0.7868937183474612,0.7008593,2
199,Chn2,0.7867131480490813,1.1878207,2
200,Pik3r3,0.7825389365253211,0.9203007,2
201,Prdx2,0.7818111707199354,0.74127245,2
202,Dpysl2,0.7792987965917778,0.7250121,2
203,Phyhipl,0.7711760864172321,0.7947469,2
204,S100a13,0.7636440267514053,0.770342,2
205,Peli1,0.7499426225220102,0.8833146,2
206,Gipc1,0.7474597809192884,0.7522683,2
207,Mbp,0.7283779724486852,0.8051696,2
208,Snhg11,0.6151388788103287,1.0232565,2
209,Meg3,0.6065094748779463,1.1950123,2
210,6330403K07Rik,0.5137153267056721,0.71025133,2
211,Vtn,0.4838360050424678,1.0397158,2
212,Ptgds,0.4734114454568007,1.8879014,2
213,Igfbp7,0.47066618627091955,0.8078617,2
214,Itm2a,0.46817701626989017,0.89542747,2
215,Rgs5,0.4618836350994909,0.8717062,2
216,C1qb,0.4612980473094182,1.0302353,2
217,C1qc,0.4580503132979055,0.88958246,2
218,Bsg,0.45796762222668486,1.205788,2
219,Ly6c1,0.4576436082333306,0.77879757,2
220,C1qa,0.4543266837336538,1.0894036,2
221,Flt1,0.45427605654719216,0.77972907,2
222,Cldn5,0.44780801158350025,1.3394313,2
223,Hexb,0.44532095104857344,0.8867157,2
224,Qdpr,0.44194833664378885,0.8729808,2
225,Opalin,0.4215122509353373,0.76093805,2
226,Klf2,0.4187998994206562,0.90272576,2
227,Nnat,0.4099536423729299,1.3791339,2
228,Trf,0.4065008682562478,1.3577555,2
229,Clu,0.39202064914178486,0.9666599,2
230,Pltp,0.3912603975584195,0.7207614,2
231,Cspg5,0.390708561225988,0.7272953,2
232,Ermn,0.3794216518975913,0.7842957,2
233,Plpp3,0.3731527405339819,1.0266769,2
234,Slc7a10,0.3698303314224383,0.7064114,2
235,Apod,0.3645583537389021,1.3912492,2
236,Cldn10,0.36230249068881665,0.7228445,2
237,Gjb6,0.36191308324628274,0.72733456,2
238,Ppp1r14a,0.3609237436441787,0.87153083,2
239,Aqp4,0.35999473477260796,0.8914942,2
240,Ntrk2,0.3585974244262674,0.89579296,2
241,Slc7a11,0.3583033648515695,0.7583293,2
242,Mobp,0.35124045044695373,1.0730021,2
243,Agt,0.3497110875225924,1.2249631,2
244,Ednrb,0.3470523164469166,0.8018681,2
245,F3,0.3433746732437007,0.781785,2
246,Gm3764,0.34329113838603903,1.0579599,2
247,Nkain4,0.3423752082043043,0.76941353,2
248,Slc4a4,0.3417803387633804,1.078608,2
249,Mal,0.34147193481918503,2.0647833,2
250,Htra1,0.33920046171994045,0.8281938,2
251,Id3,0.3333880388209266,0.92005885,2
252,Slc6a11,0.3330429301665465,1.4565456,2
253,Itih3,0.3260487843568744,1.0153078,2
254,Mt2,0.32100462901241555,0.9876478,2
255,Cpe,0.31947442230161316,0.86064696,2
256,Id2,0.31670047437673715,1.0589734,2
257,Aldoc,0.3139201980535535,0.9275588,2
258,Ntsr2,0.3129038572853365,1.1307268,2
259,S1pr1,0.3096641392450137,0.8690264,2
260,Gja1,0.3070209782184969,1.2402931,2
261,Mt3,0.3014384871246627,0.8692883,2
262,Stmn1,0.2992176412118799,0.8026656,2
263,Car2,0.2890732187246337,1.4215494,2
264,Atp1b2,0.2826545352677418,1.2781378,2
265,Csrp1,0.2707293014967084,0.897086,2
266,Slc1a2,0.26895102157224415,1.2449684,2
267,Ndrg2,0.2682506788261918,0.87216365,2
268,Atp1a2,0.26759336918863186,1.6220567,2
269,Prdx6,0.26556110954541845,0.9311238,2
270,Slc1a3,0.25274314971977846,1.3387011,2
271,Gng11,0.25223097135007516,0.99348277,2
272,Mt1,0.2508665686749347,1.064789,2
273,Prnp,0.2399272993602411,0.78660136,2
274,Sparcl1,0.23466207196823313,1.5410835,2
275,Itm2b,0.23418575452227341,0.7464608,2
276,Sparc,0.2230026309261231,1.0806012,2
277,Cst3,0.21660630780991852,1.9675089,2
278,Apoe,0.2052185660018192,2.0855014,2
279,Ptn,0.201590706198624,1.0992198,2
280,Selenop,0.1871644894163867,1.2150395,2
281,Fth1,0.16419535681197234,1.5263295,2
282,Glul,0.14634674222492983,1.4056312,2
283,Tspan2,0.975168419801291,1.6795706,3
284,Cnp,0.963049057130987,1.6187527,3
285,Lpar1,0.9624960323150324,1.2008038,3
286,Cldn11,0.9603792187674255,1.6122739,3
287,Grb14,0.9576931420020663,1.5238425,3
288,Opalin,0.9505326195789782,1.5729549,3
289,Plekha1,0.9414461614256462,1.0715759,3
290,Ank3,0.940654462741753,1.3157105,3
291,Ptprd,0.9395006170592684,1.2126863,3
292,Mobp,0.9317040395015975,1.4014044,3
293,Mag,0.9310443927266666,1.6723968,3
294,Lgi3,0.9306491561545994,0.9235327,3
295,Arpc1a,0.9304251887637615,0.9950305,3
296,Sh3gl3,0.9246109217652184,1.0089251,3
297,Nfasc,0.9230284435522516,1.3111092,3
298,Mog,0.9223338688942078,1.4233849,3
299,Tmeff2,0.9213071729616515,1.0676477,3
300,Plp1,0.9168584636388482,1.5935416,3
301,Syt11,0.9064646609482981,1.0020336,3
302,Mal,0.9039195212551487,1.941627,3
303,Bin1,0.9027806884347039,1.0225959,3
304,Pcdh9,0.9009108211484045,0.93128014,3
305,Anks1b,0.8978733208573386,0.95624095,3
306,Pdlim2,0.8958769165909897,0.95800424,3
307,Enpp2,0.8951271926438202,1.1181669,3
308,Ppp1r16b,0.8936203915109311,0.85369146,3
309,H2afj,0.8933323896677193,0.9693463,3
310,Pllp,0.8901594672333563,0.9203883,3
311,Phldb1,0.8899983087551335,0.80630434,3
312,1700047M11Rik,0.8894538627174874,0.7438264,3
313,Fa2h,0.889206303686301,0.89047015,3
314,Ugt8a,0.8843108851215797,1.0196294,3
315,Ywhaq,0.8832553890047025,0.85461605,3
316,Gamt,0.8830813623590169,0.95683855,3
317,Mbp,0.8820335258656294,0.9588125,3
318,Tppp,0.8818837036301712,0.81420624,3
319,Ccp110,0.8817917881482953,0.7681911,3
320,Klf13,0.8807960370946374,0.78619874,3
321,Pak1,0.8793229383051029,0.7404884,3
322,Efnb3,0.8759713934509606,0.7897037,3
323,Ttll7,0.8754171430952477,0.87952083,3
324,Josd2,0.8753993727687518,0.85815597,3
325,Cers2,0.8753956961494768,0.7628919,3
326,Ermn,0.8716455444889315,0.9692319,3
327,Secisbp2l,0.8716014250576309,0.7886224,3
328,Desi1,0.871492964789017,0.91701007,3
329,Aatk,0.8711335752548818,0.7482716,3
330,Cryab,0.8710566726350453,1.1132585,3
331,Sept4,0.8704313409733483,1.0246216,3
332,Sirt2,0.8682979826390037,0.9215485,3
333,Tmem88b,0.8678319711458921,0.81248504,3
334,Sema4d,0.8674842242394607,0.8208722,3
335,Ddr1,0.8650769577691255,0.7949424,3
336,Olig1,0.859973197445485,0.8291197,3
337,Kndc1,0.8594501983536099,0.7118504,3
338,Slc12a2,0.8567723939816193,0.7705748,3
339,Dock10,0.8558149410454099,0.7438726,3
340,Tmem151a,0.852651516544174,0.724387,3
341,Elavl3,0.8516563782603954,0.7453629,3
342,Nudt4,0.8476016799699007,0.74826825,3
343,Tmem141,0.8455764755192307,0.901829,3
344,Igsf8,0.8419442820604264,0.70725155,3
345,Stmn4,0.8400646104560603,0.742447,3
346,Cmtm5,0.8399350096266148,0.7237537,3
347,Aplp1,0.8395829733310294,0.93454146,3
348,Rtn4,0.8395192452635953,0.7190465,3
349,Gsn,0.8342727095581073,0.92020184,3
350,Hmgcs1,0.831900370970885,0.8424389,3
351,Reep5,0.8258529450333163,0.7498181,3
352,Qdpr,0.8190564079184575,0.7180244,3
353,Arpc1b,0.8163908589440505,0.70850855,3
354,Ppp1r14a,0.8081543126131326,0.7712016,3
355,Taldo1,0.7976192664654331,0.7170603,3
356,Hsp90aa1,0.780954376831416,0.71778166,3
357,Gfap,0.479720687233675,0.7242074,3
358,C1qb,0.4691298790269704,1.0617994,3
359,C1qa,0.46693064793061484,1.0941561,3
360,Vtn,0.465996480249814,1.2516873,3
361,Rgs5,0.4610492826303025,0.98980284,3
362,C1qc,0.4597296826955012,0.90811557,3
363,Hexb,0.4544188061526998,0.89983964,3
364,Cldn5,0.45101640139858595,1.3978562,3
365,Itm2a,0.4508962985022679,0.9590079,3
366,Ly6c1,0.44885209818534333,0.90552545,3
367,Flt1,0.43757529409890356,0.8384066,3
368,S100a6,0.42026607693693496,0.90465045,3
369,AY036118,0.4186505091504926,0.7441654,3
370,Igfbp7,0.4174880846896995,1.0078385,3
371,Klf2,0.41020041251668266,0.9401251,3
372,6330403K07Rik,0.39927533834088874,1.1782383,3
373,Pltp,0.3967617562965169,0.72515357,3
374,Tsc22d1,0.394617674489287,0.71446556,3
375,Plpp3,0.39324200611054116,1.0476028,3
376,Ctsd,0.39170701756321025,0.73373497,3
377,Slc6a1,0.37515855420623617,0.77208614,3
378,Slc7a10,0.3704439027558713,0.7369062,3
379,Aqp4,0.36443814517008655,0.92618066,3
380,Prdx6,0.3610106168509266,0.7472639,3
381,Fgfr3,0.3518392900693288,0.7177242,3
382,Fabp7,0.35073232128260096,0.7761047,3
383,Id3,0.34818901989908907,0.9310204,3
384,Agt,0.3477355701885003,1.2965248,3
385,Fxyd1,0.34580289398958536,0.7058789,3
386,Slc7a11,0.34444591509215444,0.78773266,3
387,Gjb6,0.3407760362857812,0.77490693,3
388,Nkain4,0.3399558438025068,0.7945458,3
389,Ntsr2,0.33952721127202445,1.142061,3
390,Htra1,0.33719868573116313,0.868658,3
391,Cldn10,0.33594189470897723,0.7956182,3
392,Slc4a4,0.335293584176811,1.1491411,3
393,Ednrb,0.33233390566040044,0.844409,3
394,F3,0.3300157972074851,0.8375899,3
395,Slc6a11,0.32863001812573295,1.558598,3
396,Tmem47,0.32826174342834935,0.75739694,3
397,Cspg5,0.3272341283409746,1.0573951,3
398,Nrxn1,0.3255977263786403,0.78735,3
399,Gpr37l1,0.3223742504292453,1.209433,3
400,Mt2,0.31888023657819503,0.9941928,3
401,Tril,0.31818995130930533,0.8088683,3
402,Gpm6a,0.3136085773076608,0.75407505,3
403,Gm3764,0.308268287810659,1.1959143,3
404,S1pr1,0.3080161330053789,0.90489566,3
405,Gja1,0.3070776759354239,1.2736002,3
406,Ntrk2,0.30548723171402764,1.1360986,3
407,Clu,0.30329719216585965,1.2829578,3
408,Pitpnc1,0.2927440693067245,0.7479741,3
409,Bcan,0.2888358230173524,1.0115193,3
410,Ldhb,0.2865428381294832,0.731287,3
411,Nnat,0.2861261546116448,1.8910106,3
412,Ramp1,0.28187659549957284,0.79603183,3
413,Id2,0.2780198218800515,1.2138025,3
414,Aldoc,0.2763938370056632,1.0816407,3
415,Glul,0.2762853767370494,0.83347577,3
416,Itm2c,0.2744767864386673,0.7052691,3
417,Ptprz1,0.2659537701892356,1.3172804,3
418,Timp3,0.26118764606901995,0.8521823,3
419,Atp1b2,0.2590977943960969,1.4005928,3
420,Slc1a2,0.2584121049013012,1.3835297,3
421,Slc1a3,0.2535644823871554,1.4095062,3
422,Serpine2,0.25108061968192347,1.0360309,3
423,Bsg,0.25029259761730555,1.7259822,3
424,Zfp36l1,0.24604303850523368,0.8337098,3
425,Zbtb20,0.23731413157639955,0.780088,3
426,Ndrg2,0.23358175024235048,1.0139837,3
427,Cpe,0.2151162363183805,1.1820362,3
428,Atp1a2,0.2085801264021707,1.9491172,3
429,Sparcl1,0.20750685995879736,1.7392901,3
430,Mt3,0.20015300863882976,1.2512426,3
431,Selenop,0.18528047090139674,1.2374394,3
432,Sparc,0.1740241946059093,1.2730756,3
433,Apoe,0.14009359447134503,2.4731536,3
434,Cst3,0.12133303185055277,2.4280038,3
435,Ptgds,0.968284480628531,2.007961,4
436,Qdpr,0.9467424201179053,1.4454796,4
437,Opalin,0.9426856702920553,1.3698714,4
438,Cryab,0.9358695697695357,1.4470344,4
439,Csrp1,0.9296106441521239,1.0504153,4
440,Mal,0.9234695052747519,1.5892634,4
441,Sept4,0.922407679625651,1.2335498,4
442,Car2,0.9212397586610772,1.3763534,4
443,Grb14,0.9202988607317505,1.1685588,4
444,Desi1,0.9183825140960189,1.0997972,4
445,Tspan2,0.9134937536383015,1.2594311,4
446,Gatm,0.9123975517109965,1.1073939,4
447,Rnf7,0.9052863735923176,0.92424566,4
448,Enpp2,0.9052300104559725,1.1662753,4
449,Ttll7,0.9050754044534904,0.9655979,4
450,Pex5l,0.9048503009058586,1.010647,4
451,Tmem88b,0.9037122192487614,0.9636781,4
452,Tubb4a,0.901167502167276,1.2120178,4
453,Cldn11,0.9003646328473889,1.3756835,4
454,Aplp1,0.8969638242894057,1.2218122,4
455,Mog,0.8951926607169531,1.228287,4
456,Ptma,0.8933954968122546,0.7423408,4
457,Phldb1,0.8919752504756839,0.8047082,4
458,Ermn,0.891700414748924,1.030345,4
459,Cnp,0.8911348638978581,1.2121644,4
460,Ywhaq,0.8902307852309737,0.8733959,4
461,Josd2,0.8877440017757005,0.9118858,4
462,Stmn1,0.8862722782712606,0.9140153,4
463,Mapt,0.8862171366270344,0.8295667,4
464,Syt11,0.8857356942333009,0.9124687,4
465,Trf,0.8857077744134394,1.1449252,4
466,Ppp1r14a,0.8851889892606414,1.0077637,4
467,Stmn4,0.8849357913942739,0.9700195,4
468,Ccp110,0.8847389566642515,0.75754166,4
469,Ptprd,0.8817668918400139,0.87758166,4
470,Slain1,0.8811299709494272,0.77554107,4
471,Lgi3,0.8791956509296602,0.7216046,4
472,Aspa,0.8784966084398823,0.87141114,4
473,Mag,0.8782673169192714,1.0687412,4
474,Bin1,0.8779649103703983,0.88907254,4
475,Efnb3,0.8772960561858455,0.7796986,4
476,Edil3,0.8751560019934751,0.73491275,4
477,Slc48a1,0.8749705096902716,0.7772396,4
478,Fth1,0.874756574070584,0.9950888,4
479,Ank3,0.8736858489789023,0.75759673,4
480,Hcn2,0.871377054375245,0.8963356,4
481,Abca2,0.8707652613225341,0.77162087,4
482,Mobp,0.8706675419530194,1.0130363,4
483,Kctd13,0.8705741850553579,0.74244344,4
484,Kcna1,0.8703724643568599,0.7086598,4
485,Plp1,0.8699342976839113,1.4085491,4
486,Atp1b3,0.8693326255658997,0.76414216,4
487,Tmem151a,0.8688028469840312,0.7761791,4
488,Pllp,0.8683231495790389,0.8360358,4
489,Litaf,0.8677753976131347,0.72402465,4
490,Evi2a,0.8671100334060645,0.7104684,4
491,Gjc3,0.8670468648136284,0.8163978,4
492,Tmeff2,0.8634460805458885,0.7572665,4
493,Pdlim2,0.8622132460001368,0.7970203,4
494,Sez6l2,0.861905778983914,0.7714794,4
495,Ndrg1,0.8578340222548884,0.79192543,4
496,Fa2h,0.857118576870942,0.73900974,4
497,Epb41l3,0.8559328570212064,0.70528436,4
498,Ugt8a,0.8558506680514896,0.81423765,4
499,Rtn4,0.8535682227778266,0.7452461,4
500,Gpr37,0.8522373198648121,0.7044679,4
501,Mbp,0.8494812846467514,0.8308828,4
502,Slc12a2,0.8486159447299247,0.70431125,4
503,App,0.8448471180463943,0.74659276,4
504,Cmtm5,0.8398733766369738,0.7077967,4
505,Elavl3,0.8387764767141723,0.70403504,4
506,Sec11c,0.8383171956774533,0.7428237,4
507,Sept7,0.8376240861493962,0.7437576,4
508,Fez1,0.8085750840735575,0.70220435,4
509,Hsp90aa1,0.8031085578435848,0.75350523,4
510,C1qa,0.47728932052930395,1.0518279,4
511,C1qb,0.4727771286419659,1.0058408,4
512,Gfap,0.46921473412653536,0.7565447,4
513,C1qc,0.46539512827063245,0.87976223,4
514,Hexb,0.45187827098139566,0.8861983,4
515,Cldn5,0.4508956678211513,1.3951519,4
516,Vtn,0.4504814074939588,1.3712045,4
517,Ly6c1,0.4489817641696576,0.9173821,4
518,Rgs5,0.44595874567417293,1.0492954,4
519,Flt1,0.441256699011778,0.83110166,4
520,Itih3,0.4354259936314891,0.8199824,4
521,Itm2a,0.42971167900024715,0.9940719,4
522,Cxcl12,0.4241997830629997,0.75200176,4
523,Klf2,0.4217707587350647,0.9254422,4
524,S100a6,0.42124499362730117,0.9196814,4
525,Spock2,0.4096935171574273,0.74498355,4
526,Igfbp7,0.4042036080783207,1.0619758,4
527,6330403K07Rik,0.39460425051337567,1.1670948,4
528,Pltp,0.3917963891296974,0.7253177,4
529,Id1,0.39018175104734226,0.71107763,4
530,Ctsd,0.3898119879330539,0.74023324,4
531,Htra1,0.3818956720091242,0.7771987,4
532,Meg3,0.36090450444413735,0.8568104,4
533,Mt1,0.35646769607042494,0.8106489,4
534,Slc7a10,0.356178376937112,0.7641447,4
535,Aqp4,0.35437824655155326,0.9497042,4
536,Gjb6,0.3542105531335112,0.77288413,4
537,Agt,0.3480654007820342,1.3071384,4
538,Slc6a11,0.3468843924019002,1.5049577,4
539,Fabp7,0.34686188204713697,0.7516764,4
540,Slc7a11,0.3461349197374979,0.8030432,4
541,Slc6a1,0.34575363969751666,0.81072927,4
542,Cldn10,0.34573618981010334,0.782658,4
543,Slc4a4,0.3412892605016912,1.1346742,4
544,Fgfr3,0.34121230649819845,0.73666817,4
545,Prdx6,0.34041118216705263,0.79254436,4
546,Ednrb,0.3403188722626362,0.84680325,4
547,F3,0.33629283423863354,0.84215814,4
548,Cspg5,0.3361059459444368,1.0301445,4
549,Ntsr2,0.33516871249146696,1.1244842,4
550,Nrxn1,0.32500048859684755,0.766042,4
551,Bsg,0.32478428449179647,1.5418198,4
552,Tmem47,0.32351724816671473,0.75961196,4
553,Xist,0.3223397297640636,0.8540082,4
554,Mt2,0.3182604695834503,1.0638031,4
555,Nkain4,0.3171042400434433,0.84591085,4
556,Id3,0.31580649191651405,0.979445,4
557,Plpp3,0.3100002163786039,1.2658092,4
558,Clu,0.3042082497483727,1.2429252,4
559,Tsc22d1,0.3039826227041183,0.8956399,4
560,Mmd2,0.30395400488876045,0.7353962,4
561,Nnat,0.3034011924555063,1.7622561,4
562,S1pr1,0.30261175954892733,0.91215235,4
563,Gja1,0.3020168928870071,1.277013,4
564,Slc1a2,0.3017959773123543,1.2333033,4
